player_name,team,position,games,time,goals,assists,shots,key_passes,xG,xA,xG90,xA90,xGChain,xGBuildup,npg,npxG,season
Kaoru Mitoma,Brighton,F M S,36,2608,10,4,57,37,10.222694747149944,4.949204979464412,0.0,0.0,21.407055608928204,8.427826434373856,10,10.222694747149944,2024
Cody Gakpo,Liverpool,F M S,35,1970,10,4,57,38,8.601265830919147,6.257204940542579,0.0,0.0,22.09034220688045,8.677158913575113,10,8.601265830919147,2024
Evanilson,Bournemouth,F S,31,2376,10,1,73,25,13.714270060881972,1.9151847725734115,0.0,0.0,15.386878173798323,2.785225234925747,10,12.953101200982928,2024
Alex Iwobi,Fulham,D F M S,38,3023,9,6,68,58,5.021547559648752,8.458939167670906,0.0,0.0,21.47882725391537,10.64560728892684,9,5.021547559648752,2024
Jamie Vardy,Leicester,F,35,2890,9,4,58,19,12.219386659562588,3.737534761428833,0.0,0.0,14.040310747921467,0.9949070662260056,8,10.697048958390951,2024
Dominic Solanke,Tottenham,F S,27,2220,9,3,60,14,12.416034620255232,2.4611449129879475,0.0,0.0,16.30166282877326,4.277167193591595,8,11.65486578270793,2024
Kai Havertz,Arsenal,F M S,23,1880,9,3,53,17,11.830620590597391,2.9488715566694736,0.0,0.0,16.01736629009247,4.696250442415476,9,11.830620590597391,2024
Harvey Barnes,Newcastle United,F M S,33,1740,9,4,63,24,7.695071091875434,4.351620296947658,0.0,0.0,13.820457808673382,3.1923213340342045,9,7.695071091875434,2024
James Maddison,Tottenham,M S,31,1851,9,7,39,42,5.8936047330498695,6.016693122684956,0.0,0.0,15.656851299107075,7.841132877394557,9,5.8936047330498695,2024
Tomas Soucek,West Ham,M S,35,2586,9,1,55,14,8.068854354321957,0.947371281683445,0.0,0.0,13.590047078207135,5.360286621376872,9,8.068854354321957,2024
Iliman Ndiaye,Everton,F M S,33,2478,9,0,37,18,7.094870626926422,1.9087076298892498,0.0,0.0,11.509084429591894,5.190615847706795,7,5.572532966732979,2024
Bruno Fernandes,Manchester United,F M S,36,3034,8,10,96,92,9.887796703726053,10.227527445182204,0.0,0.0,24.228133594617248,13.644698239862919,5,7.604290317744017,2024
Ismaila Sarr,Crystal Palace,F M S,38,2738,8,6,59,44,12.308559328317642,10.056549122557044,0.0,0.0,24.235270714387298,7.3139182310551405,8,12.308559328317642,2024
Jacob Murphy,Newcastle United,D F M S,35,2443,8,11,43,41,6.590988090261817,9.341311557218432,0.0,0.0,18.842034708708525,4.910585891455412,8,6.590988090261817,2024
Leandro Trossard,Arsenal,F M S,38,2569,8,7,72,43,8.742100939154625,7.04339361935854,0.0,0.0,18.95159810781479,7.050739685073495,8,8.742100939154625,2024
Gabriel Martinelli,Arsenal,F M S,33,2310,8,4,56,40,9.213460259139538,5.264152456074953,0.0,0.0,16.827736772596836,4.392328556627035,8,9.213460259139538,2024
Amad Diallo Traore,Manchester United,D F M S,26,1887,8,6,47,49,4.74583822209388,4.755917379632592,0.0,0.0,12.264865227043629,5.410414909943938,8,4.74583822209388,2024
Eberechi Eze,Crystal Palace,F M S,34,2635,8,8,102,58,9.876954596489668,7.019554221071303,0.0,0.0,18.762924566864967,8.675655025988817,7,8.354616891592741,2024
Beto,Everton,F S,30,1520,8,0,49,12,9.26681118644774,1.3863521181046963,0.0,0.0,8.315516548231244,1.1153167895972729,8,9.26681118644774,2024
Rodrigo Muniz,Fulham,F S,31,922,8,1,40,7,6.838322004303336,0.7810081988573074,0.0,0.0,7.69332305714488,1.7913423832505941,8,6.838322004303336,2024
Morgan Rogers,Aston Villa,F M,37,3191,8,10,55,51,8.216648440808058,8.145913934335113,0.0,0.0,21.380799420177937,8.901325047016144,8,8.216648440808058,2024
Son Heung-Min,Tottenham,F M S,30,2135,7,9,57,51,7.906742995604873,9.04414401575923,0.0,0.0,18.78970428556204,6.860619023442268,6,6.384405327960849,2024
Mikel Merino,Arsenal,F M S,28,1578,7,2,38,17,6.865131866186857,2.1651013009250164,0.0,0.0,11.007616562768817,5.772648703306913,7,6.865131866186857,2024
Phil Foden,Manchester City,F M S,28,1770,7,2,54,44,6.184084575623274,5.382284659892321,0.0,0.0,13.734636969864368,5.446543112397194,7,6.184084575623274,2024
Dejan Kulusevski,Tottenham,F M S,32,2391,7,4,47,64,5.52329240180552,6.502650566399097,0.0,0.0,16.012717846781015,5.773293157108128,7,5.52329240180552,2024
Morgan Gibbs-White,Nottingham Forest,M,34,2868,7,8,61,51,6.140304567292333,6.105838568881154,0.0,0.0,17.928511697798967,10.13072724826634,7,6.140304567292333,2024
Omar Marmoush,Manchester City,F M S,16,1195,7,0,49,15,5.649778325110674,2.676836894825101,0.0,0.0,9.663014598190784,2.601844636723399,7,5.649778325110674,2024
Dango Ouattara,Bournemouth,F M S,32,2013,7,4,62,35,10.933680262416601,5.989504734054208,0.0,0.0,18.476627525873482,4.4393982803449035,7,10.933680262416601,2024
Noni Madueke,Chelsea,D M S,32,2113,7,3,80,33,11.862219285219908,3.1217017397284508,0.0,0.0,18.66834883764386,6.725336389616132,7,11.862219285219908,2024
Jhon Durán,Aston Villa,F S,20,563,7,0,31,4,5.099582154303789,0.2346634343266487,0.0,0.0,5.687583016231656,1.4234060682356358,7,5.099582154303789,2024
Marcus Rashford,"Aston Villa,Manchester United",F M S,25,1435,6,3,35,27,4.986043129116297,4.728895880281925,0.0,0.0,10.02566921338439,3.5098787005990744,5,4.22487423196435,2024
Mateo Kovacic,Manchester City,M S,31,2220,6,2,45,33,1.8060728069394827,3.685476559214294,0.0,0.0,16.83304774388671,13.353065870702267,6,1.8060728069394827,2024
Harry Wilson,Fulham,F M S,25,1150,6,1,43,20,3.605708472430706,1.4601951194927096,0.0,0.0,6.673274612054229,2.516816926188767,6,3.605708472430706,2024
Diogo Jota,Liverpool,F S,26,1188,6,3,51,11,10.20619698613882,1.852303085848689,0.0,0.0,13.053022043779492,3.036761373281479,6,10.20619698613882,2024
Emile Smith-Rowe,Fulham,M S,34,2101,6,3,37,24,5.2616774663329124,2.434781737625599,0.0,0.0,12.505846868269145,6.85691377799958,6,5.2616774663329124,2024
Bukayo Saka,Arsenal,F M S,25,1763,6,10,67,58,8.94342190399766,11.583731275051832,0.0,0.0,16.460995193570852,6.0235540214926,5,8.182253051549196,2024
Anthony Gordon,Newcastle United,F M S,34,2474,6,5,59,51,9.196510776877403,4.824591662734747,0.0,0.0,15.255516607314348,6.296648159623146,5,7.674173064529896,2024
Anthony Elanga,Nottingham Forest,F M S,38,2549,6,11,44,50,5.92288132570684,6.605899995192885,0.0,0.0,12.84948781132698,4.026209270581603,6,5.92288132570684,2024
Dominik Szoboszlai,Liverpool,F M S,36,2519,6,6,68,57,7.00856670551002,7.858418172225356,0.0,0.0,27.468164574354887,15.59493687003851,6,7.00856670551002,2024
Alejandro Garnacho,Manchester United,F M S,36,2176,6,2,84,38,9.43980634957552,3.4675094597041607,0.0,0.0,16.76700660586357,5.79347936809063,6,9.43980634957552,2024
Enzo Fernández,Chelsea,M S,36,2941,6,7,53,77,6.1332164872437716,7.737509123980999,0.0,0.0,20.848417054861784,10.725481959059834,6,6.1332164872437716,2024
Yankuba Minteh,Brighton,D M S,32,1832,6,4,34,28,5.669837724417448,4.871835011057556,0.0,0.0,14.345422247424722,4.895437384024262,6,5.669837724417448,2024
Jordan Ayew,"Crystal Palace,Leicester",F M S,31,1688,5,0,33,17,4.341383438557386,1.9064311189576983,0.0,0.0,5.810580421239138,2.694857061840594,4,3.580214601010084,2024
Nikola Milenkovic,Nottingham Forest,D,37,3330,5,2,29,9,4.571180831640959,1.043909177184105,0.0,0.0,5.973378486931324,4.907668113708496,5,4.571180831640959,2024
Callum Hudson-Odoi,Nottingham Forest,F M S,31,2221,5,2,37,44,2.5114910937845707,2.9465562608093023,0.0,0.0,11.848760638386011,8.000117145478725,5,2.5114910937845707,2024
Georginio Rutter,Brighton,F M S,28,1679,5,3,50,19,5.6770595367997885,3.1324470546096563,0.0,0.0,10.18418968655169,2.795816533267498,5,5.6770595367997885,2024
Christian Nørgaard,Brentford,M,34,2870,5,4,39,18,5.773721532896161,1.9166031386703253,0.0,0.0,14.599624687805772,11.122066244482994,5,5.773721532896161,2024
Marc Cucurella,Chelsea,D S,36,3006,5,1,24,19,3.1616971623152494,1.8079495672136545,0.0,0.0,15.487519605085254,12.07672212831676,5,3.1616971623152494,2024
Bruno Guimarães,Newcastle United,M,38,3321,5,6,45,52,4.702356463298202,6.579319527372718,0.0,0.0,20.815922878682613,14.020939897745848,5,4.702356463298202,2024
Alexis Mac Allister,Liverpool,M S,35,2621,5,5,38,45,3.568436846137047,4.891626043245196,0.0,0.0,23.363473244011402,19.07193909212947,5,3.568436846137047,2024
Josko Gvardiol,Manchester City,D S,37,3277,5,0,40,26,4.607429768890142,2.0648905243724585,0.0,0.0,22.938383139669895,18.74818231165409,5,4.607429768890142,2024
Darwin Núñez,Liverpool,F S,30,1072,5,2,34,11,6.912255180999637,1.7422378864139318,0.0,0.0,11.696636958047748,3.613157507032156,5,6.912255180999637,2024
Jack Hinshelwood,Brighton,D F M S,26,1857,5,2,18,16,3.2537715872749686,1.4211199935525656,0.0,0.0,9.028865553438663,7.109155820682645,5,3.2537715872749686,2024
Facundo Buonanotte,Leicester,F M S,31,1498,5,2,36,25,4.3609558045864105,3.352718798443675,0.0,0.0,7.7602359261363745,3.0961448941379786,5,4.3609558045864105,2024
Mohammed Kudus,West Ham,F M S,32,2634,5,3,75,32,7.222215499728918,3.7306671272963285,0.0,0.0,15.979954302310944,6.224050734192133,5,7.222215499728918,2024
Fabian Schär,Newcastle United,D S,34,2938,4,0,40,5,4.203412067145109,0.3913493175059557,0.0,0.0,9.683145336806774,8.512181639671326,4,4.203412067145109,2024
Joelinton,Newcastle United,F M,29,2435,4,3,45,23,4.270817156881094,2.4919691011309624,0.0,0.0,16.40742952376604,11.303140779957175,4,4.270817156881094,2024
Kevin De Bruyne,Manchester City,F M S,28,1706,4,7,57,57,5.544451447203755,8.934372447431087,0.0,0.0,18.807611417025328,8.703332384116948,4,5.544451447203755,2024
Thomas Partey,Arsenal,D M S,35,2810,4,2,26,20,2.3900655396282673,2.580821704119444,0.0,0.0,16.352560142055154,14.675600433722138,4,2.3900655396282673,2024
Bernardo Silva,Manchester City,M S,33,2660,4,4,32,53,4.793662561103702,4.999884040094912,0.0,0.0,19.424771897494793,13.023904200643301,4,4.793662561103702,2024
Declan Rice,Arsenal,M S,35,2848,4,7,48,59,3.6269928105175495,9.060594327747822,0.0,0.0,17.24022226035595,10.361034391447902,4,3.6269928105175495,2024
Richarlison,Tottenham,F S,15,471,4,1,17,4,4.302900910377502,0.8242609575390816,0.0,0.0,3.5217423737049103,0.07880378514528275,4,4.302900910377502,2024
Pedro Neto,Chelsea,D F M S,35,2238,4,6,59,46,4.4209474716335535,6.566428407095373,0.0,0.0,14.425639379769564,6.602393293753266,4,4.4209474716335535,2024
Rayan Ait Nouri,Wolverhampton Wanderers,D M,37,3180,4,7,36,46,3.612480252981186,5.460978699848056,0.0,0.0,13.966621531173587,7.902021802961826,4,3.612480252981186,2024
Dwight McNeil,Everton,M S,21,1374,4,6,24,37,1.5122616775333881,6.039635524619371,0.0,0.0,8.58305960521102,3.5590311624109745,4,1.5122616775333881,2024
Ryan Sessegnon,Fulham,D M S,16,576,4,2,14,12,2.481840554624796,1.3141173049807549,0.0,0.0,5.2143232971429825,1.8583442494273186,4,2.481840554624796,2024
Lucas Paquetá,West Ham,F M S,33,2398,4,0,41,36,5.13420026563108,2.733525102958083,0.0,0.0,10.565001223236322,5.704350307583809,2,3.6118626054376364,2024
Stephy Mavididi,Leicester,M S,30,1586,4,1,26,22,3.392247362062335,2.583603762090206,0.0,0.0,9.100224314257503,5.081808265298605,4,3.392247362062335,2024
Sandro Tonali,Newcastle United,M S,36,2619,4,2,35,28,4.238380494527519,2.1789364712312818,0.0,0.0,15.480939321219921,11.201060734689236,4,4.238380494527519,2024
Rasmus Højlund,Manchester United,F S,32,2032,4,0,32,16,5.865164168179035,2.1415039356797934,0.0,0.0,8.606904566287994,2.4272238351404667,4,5.865164168179035,2024
Ethan Nwaneri,Arsenal,F M S,26,883,4,2,24,16,1.7757814601063728,1.1617773352190852,0.0,0.0,4.733230505138636,2.7513870988041162,4,1.7757814601063728,2024
Paul Onuachu,Southampton,F S,25,1015,4,1,34,8,4.886736177839339,0.5158860571682453,0.0,0.0,5.4832437094300985,0.9347552265971899,4,4.886736177839339,2024
Daniel Muñoz,Crystal Palace,D,37,3237,4,5,37,45,5.791526351124048,5.942459639161825,0.0,0.0,17.36301911622286,7.908812275156379,4,5.791526351124048,2024
Sammie Szmodics,Ipswich,M S,20,1025,4,0,21,5,4.5141482055187225,0.19445249065756798,0.0,0.0,5.369531828910112,0.7284961454570293,4,4.5141482055187225,2024
Ross Barkley,Aston Villa,M S,20,507,3,1,16,9,2.1608064183965325,0.9665419245138764,0.0,0.0,4.782155349850655,3.2661629542708397,3,2.1608064183965325,2024
Virgil van Dijk,Liverpool,D,37,3330,3,1,26,12,2.821447281166911,1.2135552121326327,0.0,0.0,22.29557890444994,21.51737556606531,3,2.821447281166911,2024
Michael Keane,Everton,D S,14,1043,3,0,10,1,1.126571523025632,0.12363456189632416,0.0,0.0,1.2807953245937824,1.2518547140061855,3,1.126571523025632,2024
Abdoulaye Doucouré,Everton,M S,33,2619,3,2,31,27,4.050999755039811,2.317836028058082,0.0,0.0,9.89785410836339,4.922197850421071,3,4.050999755039811,2024
Trent Alexander-Arnold,Liverpool,D S,33,2405,3,6,45,52,1.8941362705081701,8.056737272068858,0.0,0.0,20.09090856090188,13.782187223434448,3,1.8941362705081701,2024
Marco Asensio,Aston Villa,M S,13,751,3,1,24,16,4.556249689310789,1.2643892206251621,0.0,0.0,4.525235092267394,2.188563382253051,3,3.0339119844138622,2024
Pablo Sarabia,Wolverhampton Wanderers,M S,23,788,3,2,17,15,2.177397783845663,1.962121868506074,0.0,0.0,5.338883318006992,1.8083363715559244,3,2.177397783845663,2024
Martin Odegaard,Arsenal,M S,30,2343,3,8,49,63,5.635795846581459,7.852103857323527,0.0,0.0,19.575034234672785,11.76090756803751,2,4.874626979231834,2024
Christopher Nkunku,Chelsea,F M S,27,878,3,2,25,14,5.027925219386816,2.0136311538517475,0.0,0.0,6.769540551118553,1.954516883008182,3,5.027925219386816,2024
Gabriel Jesus,Arsenal,F S,17,581,3,0,20,8,3.375023730099201,0.5535630472004414,0.0,0.0,4.954094588756561,2.0514997951686382,3,3.375023730099201,2024
Dominic Calvert-Lewin,Everton,F S,26,1625,3,1,50,7,8.584493719041348,0.7406498864293098,0.0,0.0,7.679076200351119,1.292787717655301,3,8.584493719041348,2024
Gabriel,Arsenal,D,28,2376,3,1,22,13,4.300341751426458,1.2210565768182278,0.0,0.0,11.277788810431957,10.166896805167198,3,4.300341751426458,2024
Youri Tielemans,Aston Villa,M S,36,3049,3,7,41,60,3.709774609655142,8.044237377122045,0.0,0.0,21.22876513004303,16.205695185810328,3,2.9486057721078396,2024
Niclas Füllkrug,West Ham,F S,18,775,3,2,16,14,2.1643357016146183,2.0831744708120823,0.0,0.0,4.39640324562788,2.0444552544504404,3,2.1643357016146183,2024
Jadon Sancho,Chelsea,M S,31,1760,3,4,24,39,2.4174315705895424,4.314331844449043,0.0,0.0,10.85904686525464,5.599680565297604,3,2.4174315705895424,2024
Eddie Nketiah,Crystal Palace,F M S,29,984,3,1,43,13,7.15336112678051,1.3858313784003258,0.0,0.0,9.502782799303532,2.1897604260593653,3,7.15336112678051,2024
Trevoh Chalobah,"Chelsea,Crystal Palace",D S,25,1983,3,1,18,8,2.548438237980008,2.151971971616149,0.0,0.0,6.1127273216843605,5.5258093401789665,3,2.548438237980008,2024
Curtis Jones,Liverpool,D F M S,33,1719,3,3,34,22,4.570292007178068,1.7505743531510234,0.0,0.0,12.458385687321424,7.695024929009378,3,4.570292007178068,2024
Marc Guehi,Crystal Palace,D M,34,3060,3,2,15,16,2.9608455933630466,2.1349100805819035,0.0,0.0,8.626218263059855,7.739544311538339,3,2.9608455933630466,2024
Joshua Zirkzee,Manchester United,F M S,32,1378,3,1,28,12,5.218384485691786,2.009757675230503,0.0,0.0,9.033301264047623,2.963567115366459,3,5.218384485691786,2024
George Hirst,Ipswich,F S,26,609,3,1,14,4,2.7488116063177586,0.403658552095294,0.0,0.0,4.23221287317574,1.2429697029292583,3,2.7488116063177586,2024
Jéremy Doku,Manchester City,F M S,29,1518,3,6,29,32,1.8944458104670048,4.646427006460726,0.0,0.0,10.565225437283516,5.7006776463240385,3,1.8944458104670048,2024
Pape Sarr,Tottenham,M S,36,1913,3,2,34,16,3.994037317112088,2.0150707801803946,0.0,0.0,11.247560657560825,7.256752958521247,3,3.994037317112088,2024
Amadou Onana,Aston Villa,M S,26,1650,3,0,17,10,2.5780120696872473,0.6834856616333127,0.0,0.0,9.019286430440843,8.535910098813474,3,2.5780120696872473,2024
Donyell Malen,Aston Villa,M S,14,265,3,0,15,3,3.0199847873300314,0.1801445484161377,0.0,0.0,3.2656293623149395,0.11952173337340355,3,3.0199847873300314,2024
James McAtee,Manchester City,M S,15,341,3,0,12,3,2.566829100251198,0.8544101417064667,0.0,0.0,3.394278069958091,0.7336818743497133,3,2.566829100251198,2024
Omari Hutchinson,Ipswich,M S,31,2620,3,2,45,31,3.5237994957715273,3.373567247763276,0.0,0.0,10.518985860049725,4.673843790777028,3,3.5237994957715273,2024
Carlos Baleba,Brighton,D M S,34,2717,3,1,44,21,2.8824724731966853,1.6279380414634943,0.0,0.0,16.692094990052283,13.264105252921581,3,2.8824724731966853,2024
Marcus Tavernier,Bournemouth,M S,29,1930,3,5,57,43,6.411486806347966,5.201899139210582,0.0,0.0,16.51350423321128,8.325464472174644,3,6.411486806347966,2024
Joe Ayodele-Aribo,Southampton,D M S,32,2019,3,0,17,16,2.926058968529105,1.7567494381219149,0.0,0.0,6.906115759164095,3.7257509492337704,3,2.926058968529105,2024
João Gomes,Wolverhampton Wanderers,M S,36,3034,3,1,35,22,2.872034505009651,1.199560061097145,0.0,0.0,13.400589838624,10.574760969728231,3,2.872034505009651,2024
Dean Huijsen,Bournemouth,D S,32,2403,3,2,17,15,1.5728872679173946,2.331902604550123,0.0,0.0,11.550221702083945,10.0397496689111,3,1.5728872679173946,2024
Jota Silva,Nottingham Forest,M S,31,799,3,1,23,14,2.7386593613773584,3.355119312182069,0.0,0.0,4.373035242781043,0.8781488863751292,3,2.7386593613773584,2024
John Stones,Manchester City,D S,11,539,2,0,2,2,0.6664973199367523,0.0837758481502533,0.0,0.0,2.6725111044943333,2.6725111044943333,2,0.6664973199367523,2024
Ola Aina,Nottingham Forest,D M,35,3020,2,1,11,16,0.46086559537798166,2.045018967241049,0.0,0.0,10.087742604315281,8.546997111290693,2,0.46086559537798166,2024
Adama Traoré,Fulham,F M S,36,1761,2,7,39,43,5.658592768013477,6.4245162177830935,0.0,0.0,15.521256847307086,5.082236568443477,2,5.658592768013477,2024
Andreas Pereira,Fulham,M S,33,2063,2,4,39,57,4.448508242145181,5.718298438005149,0.0,0.0,12.638287663459778,7.434910722076893,2,3.6873394194990396,2024
Emerson,West Ham,D M S,31,2167,2,1,16,17,2.1318588722497225,1.2129619792103767,0.0,0.0,6.630555816926062,3.9276301879435778,2,2.1318588722497225,2024
Adam Armstrong,Southampton,F M S,20,1282,2,2,26,9,3.9334685541689396,2.005434782244265,0.0,0.0,6.038746699690819,1.9466782938688993,2,3.1722997166216373,2024
Aaron Wan-Bissaka,West Ham,D M S,36,3156,2,5,16,33,1.3520639296621084,4.088755523785949,0.0,0.0,12.051966872997582,8.27124732080847,2,1.3520639296621084,2024
Yves Bissouma,Tottenham,M S,28,1404,2,0,11,6,0.4450572794303298,0.29296224750578403,0.0,0.0,5.60918369051069,5.173720224760473,2,0.4450572794303298,2024
Gonçalo Guedes,Wolverhampton Wanderers,F M S,29,968,2,4,27,14,3.3298932649195194,1.4344439525157213,0.0,0.0,5.6499579809606075,1.7406257223337889,2,3.3298932649195194,2024
Jan Bednarek,Southampton,D,30,2538,2,0,5,5,1.0302477153018117,0.3539321832358837,0.0,0.0,6.619636853225529,6.190516717731953,2,1.0302477153018117,2024
Rodrigo Bentancur,Tottenham,M S,26,1674,2,0,22,9,1.3008952122181654,0.3507859818637371,0.0,0.0,8.430497603490949,7.863584054633975,2,1.3008952122181654,2024
Enes Ünal,Bournemouth,F S,17,292,2,1,19,4,2.016992896795273,0.545154508203268,0.0,0.0,2.6258721854537725,0.9348652940243483,2,2.016992896795273,2024
David Brooks,Bournemouth,M S,29,937,2,0,25,19,2.8713680896908045,1.7746479772031307,0.0,0.0,6.463442295789719,3.1608658209443092,2,2.8713680896908045,2024
Tom Cairney,Fulham,M S,25,568,2,0,11,10,0.7964487187564373,1.6266533425077796,0.0,0.0,6.079954030923545,5.425033033825457,2,0.7964487187564373,2024
Matt Doherty,Wolverhampton Wanderers,D S,30,2140,2,1,10,12,1.576674222946167,1.7241646945476532,0.0,0.0,8.057520560920238,6.344307072460651,2,1.576674222946167,2024
William Saliba,Arsenal,D,35,3044,2,0,6,7,3.196498431265354,0.7513726502656937,0.0,0.0,14.345305103808641,14.299853567034006,2,3.196498431265354,2024
Pedro Porro,Tottenham,D S,33,2611,2,6,39,57,1.8372661639004946,6.575961069203913,0.0,0.0,15.45052813179791,12.003311963751912,2,1.8372661639004946,2024
Ezri Konsa Ngoyo,Aston Villa,D S,34,2934,2,0,11,6,1.103471640497446,0.41072478517889977,0.0,0.0,9.736158462241292,9.216016562655568,2,1.103471640497446,2024
James Justin,Leicester,D S,36,2937,2,2,25,15,2.046646734699607,0.9606930930167437,0.0,0.0,6.922428992576897,5.915292138233781,2,2.046646734699607,2024
Jean-Ricner Bellegarde,Wolverhampton Wanderers,M S,35,1693,2,7,22,26,1.7939026495441794,4.052603563293815,0.0,0.0,9.270288711413741,4.406124430708587,2,1.7939026495441794,2024
Matthijs de Ligt,Manchester United,D S,29,2141,2,0,18,6,2.871978895738721,0.281110018491745,0.0,0.0,5.249729173257947,4.9913213811814785,2,2.871978895738721,2024
Marshall Munetsi,Wolverhampton Wanderers,F M S,14,1076,2,1,22,9,2.8331323377788067,1.9886701293289661,0.0,0.0,5.903076875954866,1.3661639597266912,2,2.8331323377788067,2024
Riccardo Calafiori,Arsenal,D S,19,986,2,1,10,6,0.7747622476890683,0.4056127071380615,0.0,0.0,4.117603804916143,3.7665633261203766,2,0.7747622476890683,2024
Tariq Lamptey,Brighton,D M S,15,870,2,2,6,5,0.33914162404835224,0.8965721465647221,0.0,0.0,2.2554087787866592,1.4430722370743752,2,0.33914162404835224,2024
Hee-Chan Hwang,Wolverhampton Wanderers,F M S,21,623,2,0,5,3,0.7990479003638029,0.2850785907357931,0.0,0.0,2.01325161755085,0.9641339294612408,2,0.7990479003638029,2024
Mikkel Damsgaard,Brentford,F M S,38,2978,2,9,35,63,3.476722192019224,9.246257283724844,0.0,0.0,19.425128288567066,11.846998741850257,2,3.476722192019224,2024
Elliot Anderson,Nottingham Forest,M S,37,2773,2,6,40,37,2.230010911822319,4.1257980996742845,0.0,0.0,9.88364265859127,6.357638165354729,2,2.230010911822319,2024
Nathan Broadhead,Ipswich,M S,18,677,2,0,13,7,1.8282658252865076,0.8385746516287327,0.0,0.0,4.232192199677229,2.159004925750196,2,1.8282658252865076,2024
Jaden Philogene-Bidace,"Aston Villa,Ipswich",D M S,21,786,2,0,19,6,2.795140001922846,0.33318939432501793,0.0,0.0,3.0547380689531565,1.6042765881866217,2,2.795140001922846,2024
Fabio Carvalho,Brentford,F M S,19,399,2,1,12,4,2.3463018126785755,0.6756551787257195,0.0,0.0,4.785842690616846,1.7638856619596481,2,2.3463018126785755,2024
Ethan Pinnock,Brentford,D S,22,1912,2,0,10,8,0.9376051723957062,1.5102842152118683,0.0,0.0,8.141121708787978,7.110404069535434,2,0.9376051723957062,2024
