league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions
ENG-Premier League,1819,2018-09-01 Crystal Palace-Southampton,1,2018,9230,2018-09-01 14:00:00,78,74,Crystal Palace,Southampton,SOU,CRY,3,1.9004,2,3.13612,2.37495,0.023020000000000262,10.08695652173913,3,0,0.8918,0,2.35193,2.35193,-0.023020000000000262,11.944444444444445,5
ENG-Premier League,1819,2018-09-01 Everton-Huddersfield,1,2018,9229,2018-09-01 14:00:00,72,219,Everton,Huddersfield,HUD,EVE,1,1.3716,1,0.660035,0.660035,0.044022000000000006,9.344827586206897,1,1,1.2222,1,0.616013,0.616013,-0.044022000000000006,8.523809523809524,2
ENG-Premier League,1819,2018-09-01 Leicester-Liverpool,1,2018,9227,2018-09-01 11:30:00,75,87,Leicester,Liverpool,LIV,LEI,3,1.5620999999999998,2,1.22722,1.22722,0.24600299999999997,9.88888888888889,5,0,1.1133000000000002,1,0.981217,0.981217,-0.24600299999999997,13.0,5
ENG-Premier League,1819,2018-09-01 Manchester City-Newcastle United,1,2018,9234,2018-09-01 16:30:00,88,86,Manchester City,Newcastle United,NEW,MCI,0,0.23270000000000002,1,0.554763,0.554763,-1.9142770000000002,30.46153846153846,2,3,2.6351000000000004,2,2.46904,2.46904,1.9142770000000002,8.818181818181818,9
ENG-Premier League,1819,2018-09-01 West Ham-Wolverhampton Wanderers,1,2018,9228,2018-09-01 14:00:00,81,229,West Ham,Wolverhampton Wanderers,WOL,WHU,3,1.6671,1,1.22301,1.22301,0.33412299999999995,10.346153846153847,4,0,1.0284,0,0.888887,0.888887,-0.33412299999999995,14.333333333333334,7
ENG-Premier League,1819,2018-09-02 Burnley-Manchester United,1,2018,9232,2018-09-02 15:00:00,92,89,Burnley,Manchester United,MUN,BUR,3,2.5311999999999997,2,2.90359,2.14242,1.04319,10.75,13,0,0.33099999999999996,0,1.09923,1.09923,-1.04319,21.0,2
ENG-Premier League,1819,2018-09-02 Cardiff-Arsenal,1,2018,9235,2018-09-02 12:30:00,227,83,Cardiff,Arsenal,ARS,CAR,3,1.8763,3,1.41005,1.41005,0.6357900000000001,4.5,15,0,0.8539000000000001,2,0.77426,0.77426,-0.6357900000000001,16.363636363636363,5
ENG-Premier League,1819,2018-09-02 Watford-Tottenham,1,2018,9236,2018-09-02 15:00:00,90,82,Watford,Tottenham,TOT,WAT,0,1.4467,1,0.582521,0.582521,0.12821199999999994,5.083333333333333,5,3,1.1059,2,0.454309,0.454309,-0.12821199999999994,11.24,3
ENG-Premier League,1819,2018-09-15 Bournemouth-Leicester,1,2018,9242,2018-09-15 14:00:00,73,75,Bournemouth,Leicester,LEI,BOU,0,1.0545,2,1.82502,1.06386,-0.40222999999999987,7.0,8,3,1.6923,4,2.22726,1.46609,0.40222999999999987,16.916666666666668,6
ENG-Premier League,1819,2018-09-15 Chelsea-Cardiff,1,2018,9241,2018-09-15 14:00:00,80,227,Chelsea,Cardiff,CAR,CHE,0,0.26249999999999996,1,0.8276,0.8276,-1.0826799999999999,18.363636363636363,3,3,2.6049,4,2.67145,1.91028,1.0826799999999999,4.0,13
