,,,,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
league,season,team,player,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2324,Manchester City,Phil Foden,ENG,"FW,MF",23,2000,31.7,1767,1684,79,19,15,6,89,4,50,26,14,0,1511,4,49
ENG-Premier League,2324,Manchester City,Rico Lewis,ENG,"DF,MF",18,2004,9.0,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11
ENG-Premier League,2324,Manchester City,Rodri,ESP,MF,27,1996,32.6,3656,3572,79,69,15,36,12,6,3,0,0,0,3365,5,22
ENG-Premier League,2324,Manchester City,Rúben Dias,POR,DF,26,1997,28.4,2635,2567,65,46,2,7,13,11,0,0,0,0,2469,3,8
ENG-Premier League,2324,Manchester City,Sergio Gómez,ESP,"FW,MF",22,2000,0.6,54,52,2,0,1,0,4,1,1,1,0,0,46,0,1
ENG-Premier League,2324,Manchester City,Stefan Ortega,GER,GK,30,1992,7.1,266,240,26,7,0,0,0,0,0,0,0,0,213,0,1
ENG-Premier League,2324,Manchester Utd,Aaron Wan-Bissaka,COD,DF,25,1997,19.8,986,839,145,7,0,1,14,138,0,0,0,0,823,2,27
ENG-Premier League,2324,Manchester Utd,Alejandro Garnacho,ARG,FW,19,2004,28.5,901,885,13,3,2,4,58,6,4,2,0,0,675,3,50
ENG-Premier League,2324,Manchester Utd,Amad Diallo,CIV,"FW,MF",21,2002,4.3,170,166,4,1,0,1,1,2,1,1,0,0,149,0,3
ENG-Premier League,2324,Manchester Utd,André Onana,CMR,GK,27,1996,38.0,1521,1277,236,74,1,6,0,0,0,0,0,0,1105,8,2
ENG-Premier League,2324,Manchester Utd,Anthony Martial,FRA,FW,27,1995,5.0,139,131,6,0,0,0,0,0,0,0,0,0,109,2,3
ENG-Premier League,2324,Manchester Utd,Antony,BRA,FW,23,2000,14.7,595,570,22,7,3,1,16,15,0,0,0,0,468,3,23
ENG-Premier League,2324,Manchester Utd,Bruno Fernandes,POR,"MF,FW",28,1994,34.6,2179,1872,284,64,30,22,223,22,151,46,55,8,1590,23,62
ENG-Premier League,2324,Manchester Utd,Casemiro,BRA,"MF,DF",31,1992,22.0,1425,1385,34,28,4,6,13,0,0,0,0,0,1165,6,18
ENG-Premier League,2324,Manchester Utd,Christian Eriksen,DEN,MF,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13
ENG-Premier League,2324,Manchester Utd,Daniel Gore,ENG,MF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Diogo Dalot,POR,DF,24,1999,35.3,1830,1546,277,21,1,7,80,251,5,2,3,0,1486,7,39
ENG-Premier League,2324,Manchester Utd,Donny van de Beek,NED,DF,26,1997,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Manchester Utd,Ethan Wheatley,ENG,FW,17,2006,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,Manchester Utd,Facundo Pellistri,URU,"FW,MF",21,2001,1.9,79,78,0,0,0,0,4,0,0,0,0,0,60,1,5
ENG-Premier League,2324,Manchester Utd,Hannibal Mejbri,TUN,"MF,FW",20,2003,1.5,38,37,1,1,2,0,1,0,0,0,0,0,31,0,2
ENG-Premier League,2324,Manchester Utd,Harry Maguire,ENG,DF,30,1993,18.4,1103,1018,83,36,0,13,3,2,0,0,0,0,917,2,3
ENG-Premier League,2324,Manchester Utd,Jadon Sancho,ENG,"FW,MF",23,2000,0.9,43,41,1,0,0,0,1,0,1,0,0,0,34,1,0
ENG-Premier League,2324,Manchester Utd,Jonny Evans,NIR,DF,35,1988,15.5,832,778,51,18,1,0,0,3,0,0,0,0,729,3,7
ENG-Premier League,2324,Manchester Utd,Kobbie Mainoo,ENG,MF,18,2005,21.4,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16
ENG-Premier League,2324,Manchester Utd,Lisandro Martínez,ARG,DF,25,1998,7.2,446,414,30,10,1,1,2,0,0,0,0,0,411,2,1
ENG-Premier League,2324,Manchester Utd,Luke Shaw,ENG,DF,28,1995,10.7,648,540,106,17,2,3,33,62,19,3,12,0,531,2,10
ENG-Premier League,2324,Manchester Utd,Marcus Rashford,ENG,FW,25,1997,25.2,742,708,26,0,6,4,35,16,3,0,0,0,559,8,18
ENG-Premier League,2324,Manchester Utd,Mason Mount,ENG,"MF,FW",24,1999,5.7,219,207,12,1,1,1,14,2,8,3,4,0,179,0,4
ENG-Premier League,2324,Manchester Utd,Omari Forson,ENG,FW,19,2004,0.8,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1
ENG-Premier League,2324,Manchester Utd,Raphaël Varane,FRA,DF,30,1993,15.3,781,708,69,24,1,0,0,3,0,0,0,0,694,4,4
ENG-Premier League,2324,Manchester Utd,Rasmus Højlund,DEN,FW,20,2003,24.0,402,369,30,0,1,0,6,2,0,0,0,0,304,3,16
ENG-Premier League,2324,Manchester Utd,Scott McTominay,SCO,"MF,FW",26,1996,21.1,655,639,13,4,2,3,4,5,0,0,0,0,528,3,19
ENG-Premier League,2324,Manchester Utd,Sergio Reguilón,ESP,DF,26,1996,4.6,314,252,60,5,0,1,29,49,6,1,4,0,244,2,7
ENG-Premier League,2324,Manchester Utd,Sofyan Amrabat,MAR,"MF,DF",26,1996,10.4,664,642,21,10,0,8,7,11,0,0,0,0,578,1,10
ENG-Premier League,2324,Manchester Utd,Victor Lindelöf,SWE,DF,29,1994,14.8,927,854,73,8,2,5,1,50,0,0,0,0,826,0,7
ENG-Premier League,2324,Manchester Utd,Willy Kambwala,FRA,DF,18,2004,3.7,192,187,5,3,0,0,0,1,0,0,0,0,163,0,2
ENG-Premier League,2324,Newcastle Utd,Alex Murphy,IRL,"DF,FW",19,2004,0.1,17,17,0,0,0,0,0,0,0,0,0,0,17,0,0
ENG-Premier League,2324,Newcastle Utd,Alexander Isak,SWE,FW,23,1999,25.1,493,428,62,0,5,2,10,6,1,0,0,0,385,3,21
ENG-Premier League,2324,Newcastle Utd,Amadou Diallo,ENG,MF,20,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Newcastle Utd,Anthony Gordon,ENG,FW,22,2001,32.1,1055,963,90,14,8,11,111,20,50,18,16,0,803,2,33
ENG-Premier League,2324,Newcastle Utd,Ben Parkinson,ENG,FW,18,2005,0.3,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Newcastle Utd,Bruno Guimarães,BRA,MF,25,1997,36.3,2313,2186,115,100,26,27,32,5,3,1,1,0,1941,12,31
ENG-Premier League,2324,Newcastle Utd,Callum Wilson,ENG,FW,31,1992,11.0,163,152,11,0,2,2,3,2,0,0,0,0,105,0,17
ENG-Premier League,2324,Newcastle Utd,Dan Burn,ENG,DF,31,1992,30.3,1667,1471,190,38,1,4,11,150,0,0,0,0,1351,6,25
ENG-Premier League,2324,Newcastle Utd,Elliot Anderson,ENG,"MF,FW",20,2002,11.4,460,431,29,3,4,1,19,25,1,0,0,0,370,0,9
ENG-Premier League,2324,Newcastle Utd,Emil Krafth,SWE,DF,28,1994,10.1,580,514,65,11,0,0,17,53,1,0,0,0,488,1,14
ENG-Premier League,2324,Newcastle Utd,Fabian Schär,SUI,DF,31,1991,33.9,2128,2044,76,67,6,41,8,6,0,0,0,0,1762,8,15
ENG-Premier League,2324,Newcastle Utd,Harvey Barnes,ENG,"FW,MF",25,1997,8.9,272,262,8,2,1,2,12,4,0,0,0,0,208,2,13
ENG-Premier League,2324,Newcastle Utd,Jacob Murphy,ENG,"FW,DF",28,1995,13.2,519,478,38,8,10,0,77,18,11,7,2,0,343,3,23
ENG-Premier League,2324,Newcastle Utd,Jamaal Lascelles,ENG,DF,29,1993,12.0,774,764,8,6,0,3,1,2,0,0,0,0,669,2,5
ENG-Premier League,2324,Newcastle Utd,Joe White,ENG,MF,20,2002,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,1
ENG-Premier League,2324,Newcastle Utd,Joe Willock,ENG,MF,23,1999,4.7,164,158,5,1,1,2,6,4,0,0,0,0,136,1,3
ENG-Premier League,2324,Newcastle Utd,Joelinton,BRA,"MF,FW",26,1996,14.2,627,600,25,18,3,2,2,7,0,0,0,0,524,2,18
ENG-Premier League,2324,Newcastle Utd,Kieran Trippier,ENG,DF,32,1990,24.8,2130,1705,418,109,1,12,212,197,112,42,38,8,1624,7,42
ENG-Premier League,2324,Newcastle Utd,Lewis Hall,ENG,DF,18,2004,8.7,552,474,76,11,0,2,23,59,6,6,0,0,452,2,12
ENG-Premier League,2324,Newcastle Utd,Lewis Miley,ENG,MF,17,2006,13.4,535,535,0,0,4,2,11,0,0,0,0,0,441,0,13
ENG-Premier League,2324,Newcastle Utd,Loris Karius,GER,GK,30,1993,1.0,37,24,12,3,0,0,0,0,0,0,0,0,21,1,0
ENG-Premier League,2324,Newcastle Utd,Martin Dúbravka,SVK,GK,34,1989,22.1,651,443,206,37,0,1,0,0,0,0,0,0,519,2,0
ENG-Premier League,2324,Newcastle Utd,Matt Ritchie,SCO,"FW,MF",33,1989,1.4,93,91,2,0,0,0,7,0,2,1,0,0,70,0,3
ENG-Premier League,2324,Newcastle Utd,Matt Targett,ENG,DF,27,1995,0.9,41,38,3,0,0,0,0,3,0,0,0,0,36,0,1
ENG-Premier League,2324,Newcastle Utd,Michael Ndiweni,ENG,FW,19,2003,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
ENG-Premier League,2324,Newcastle Utd,Miguel Almirón,PAR,FW,29,1994,21.5,801,788,10,2,5,0,24,7,1,0,0,0,668,3,16
ENG-Premier League,2324,Newcastle Utd,Nick Pope,ENG,GK,31,1992,14.9,399,274,125,30,0,0,0,0,0,0,0,0,307,0,0
ENG-Premier League,2324,Newcastle Utd,Paul Dummett,WAL,DF,31,1991,0.2,23,22,1,0,0,0,0,1,0,0,0,0,21,0,0
ENG-Premier League,2324,Newcastle Utd,Sandro Tonali,ITA,MF,23,2000,4.9,280,276,4,0,0,5,11,2,2,0,2,0,241,0,3
ENG-Premier League,2324,Newcastle Utd,Sean Longstaff,ENG,MF,25,1997,30.5,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30
ENG-Premier League,2324,Newcastle Utd,Sven Botman,NED,DF,23,2000,15.3,1017,981,36,32,0,5,0,2,0,0,0,0,921,0,3
ENG-Premier League,2324,Newcastle Utd,Valentino Livramento,ENG,DF,20,2002,14.6,802,697,105,4,0,1,26,101,0,0,0,0,689,0,12
ENG-Premier League,2324,Nott'ham Forest,Andrew Omobamidele,IRL,DF,21,2002,8.7,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1
ENG-Premier League,2324,Nott'ham Forest,Andrey Santos,BRA,MF,19,2004,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2324,Nott'ham Forest,Anthony Elanga,SWE,"FW,MF",21,2002,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37
ENG-Premier League,2324,Nott'ham Forest,Brandon Aguilera,CRC,FW,20,2003,0.1,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
ENG-Premier League,2324,Nott'ham Forest,Brennan Johnson,WAL,"FW,MF",22,2001,2.6,61,55,5,0,0,0,2,0,0,0,0,0,47,1,2
ENG-Premier League,2324,Nott'ham Forest,Callum Hudson-Odoi,ENG,"FW,MF",22,2000,20.6,738,707,27,6,3,8,74,11,9,5,2,0,576,4,17
ENG-Premier League,2324,Nott'ham Forest,Cheikhou Kouyaté,SEN,MF,33,1989,2.4,74,73,0,0,0,0,0,0,0,0,0,0,47,1,1
ENG-Premier League,2324,Nott'ham Forest,Chris Wood,NZL,FW,31,1991,20.1,433,429,4,0,1,1,2,0,0,0,0,0,278,0,12
ENG-Premier League,2324,Nott'ham Forest,Danilo,BRA,MF,22,2001,19.9,757,716,35,7,4,9,26,1,19,19,0,0,588,6,15
ENG-Premier League,2324,Nott'ham Forest,Divock Origi,BEL,FW,28,1995,6.7,144,143,1,1,3,0,13,0,0,0,0,0,92,0,10
ENG-Premier League,2324,Nott'ham Forest,Felipe,BRA,DF,34,1989,4.2,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1
ENG-Premier League,2324,Nott'ham Forest,Gio Reyna,USA,"FW,MF",20,2002,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3
ENG-Premier League,2324,Nott'ham Forest,Gonzalo Montiel,ARG,DF,26,1997,8.9,386,328,57,6,1,0,16,51,0,0,0,0,292,1,9
ENG-Premier League,2324,Nott'ham Forest,Harry Toffolo,ENG,DF,27,1995,16.2,590,465,125,15,0,0,47,97,13,11,1,0,424,0,15
ENG-Premier League,2324,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,25,1997,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16
ENG-Premier League,2324,Nott'ham Forest,Joe Worrall,ENG,DF,26,1997,4.9,164,157,7,4,0,1,0,3,0,0,0,0,138,0,1
ENG-Premier League,2324,Nott'ham Forest,Matt Turner,USA,GK,29,1994,17.0,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2
ENG-Premier League,2324,Nott'ham Forest,Matz Sels,BEL,GK,31,1992,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0
ENG-Premier League,2324,Nott'ham Forest,Morgan Gibbs-White,ENG,"MF,FW",23,2000,35.1,1482,1257,214,91,17,17,182,5,97,42,45,0,1046,11,30
ENG-Premier League,2324,Nott'ham Forest,Moussa Niakhate,SEN,DF,27,1996,16.2,775,687,87,12,0,3,11,74,0,0,0,0,618,1,7
ENG-Premier League,2324,Nott'ham Forest,Murillo,BRA,DF,21,2002,31.0,1459,1377,73,42,6,18,4,3,0,0,0,0,1122,9,12
ENG-Premier League,2324,Nott'ham Forest,Neco Williams,WAL,DF,22,2001,18.2,785,642,138,18,0,2,68,115,4,0,4,0,519,5,34
ENG-Premier League,2324,Nott'ham Forest,Nicolás Domínguez,ARG,"MF,FW",25,1998,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13
ENG-Premier League,2324,Nott'ham Forest,Nuno Tavares,POR,DF,23,2000,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7
ENG-Premier League,2324,Nott'ham Forest,Odysseas Vlachodimos,GRE,GK,29,1994,5.0,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0
ENG-Premier League,2324,Nott'ham Forest,Ola Aina,NGA,DF,26,1996,18.8,803,650,150,12,2,2,28,138,0,0,0,0,605,3,17
ENG-Premier League,2324,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6
ENG-Premier League,2324,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2324,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,829,749,77,27,2,0,6,2,0,0,0,0,659,3,23
ENG-Premier League,2324,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2
ENG-Premier League,2324,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8
ENG-Premier League,2324,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,175,169,4,0,2,1,1,0,0,0,0,0,127,2,3
ENG-Premier League,2324,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,671,599,69,13,1,1,1,56,0,0,0,0,502,3,10
ENG-Premier League,2324,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,260,251,9,2,0,2,8,5,0,0,0,0,196,0,12
ENG-Premier League,2324,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,993,955,36,11,1,2,6,25,0,0,0,0,749,2,20
ENG-Premier League,2324,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,139,129,7,1,1,0,0,0,0,0,0,0,92,3,7
ENG-Premier League,2324,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,2,1,1,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2324,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,918,840,76,7,0,0,5,68,0,0,0,0,700,2,11
ENG-Premier League,2324,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,266,247,19,0,0,0,9,4,1,0,0,0,201,0,8
ENG-Premier League,2324,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,608,526,77,8,1,1,47,50,12,10,0,0,448,5,15
ENG-Premier League,2324,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,71,65,5,0,2,0,3,0,0,0,0,0,55,1,4
ENG-Premier League,2324,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,332,310,22,0,2,1,5,0,0,0,0,0,266,0,15
ENG-Premier League,2324,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,138,125,13,1,0,1,4,12,0,0,0,0,103,0,2
ENG-Premier League,2324,Sheffield Utd,Daniel Jebbison,CAN,FW,19,2003,0.2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2
ENG-Premier League,2324,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,397,335,60,2,0,0,18,58,0,0,0,0,291,2,18
ENG-Premier League,2324,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,1103,946,152,43,5,9,115,1,78,45,22,4,756,5,27
ENG-Premier League,2324,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,298,162,134,45,0,0,0,0,0,0,0,0,148,2,0
ENG-Premier League,2324,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,1255,1045,205,32,1,7,12,173,0,0,0,0,895,5,21
ENG-Premier League,2324,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,530,484,42,7,6,1,36,1,7,5,0,0,362,4,17
ENG-Premier League,2324,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,969,803,164,8,1,3,40,155,0,0,0,0,684,2,32
ENG-Premier League,2324,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,185,181,2,2,0,0,0,0,0,0,0,0,128,2,1
ENG-Premier League,2324,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,40,36,4,2,1,0,0,0,0,0,0,0,29,0,0
ENG-Premier League,2324,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,319,287,32,1,0,0,13,31,0,0,0,0,234,0,14
ENG-Premier League,2324,Sheffield Utd,Mason Holgate,JAM,DF,26,1996,7.9,211,169,41,3,0,1,7,38,0,0,0,0,138,1,2
ENG-Premier League,2324,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,130,113,17,0,0,0,8,15,2,2,0,0,84,0,6
ENG-Premier League,2324,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,441,409,29,13,1,2,7,0,6,3,0,0,351,3,9
ENG-Premier League,2324,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,408,400,3,0,1,1,5,0,0,0,0,0,242,5,14
ENG-Premier League,2324,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,911,813,95,55,2,8,52,1,35,5,25,2,634,3,10
ENG-Premier League,2324,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,76,73,3,0,0,0,3,0,0,0,0,0,52,0,1
ENG-Premier League,2324,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,67,55,12,1,0,1,2,11,0,0,0,0,48,0,2
ENG-Premier League,2324,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,10,8,2,0,0,0,1,2,0,0,0,0,6,0,1
ENG-Premier League,2324,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,99,92,5,2,1,0,4,1,0,0,0,0,68,2,5
ENG-Premier League,2324,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,995,979,13,10,0,8,10,2,0,0,0,0,790,3,30
ENG-Premier League,2324,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,29.4,1055,659,386,124,0,4,0,0,0,0,0,0,596,10,1
ENG-Premier League,2324,Sheffield Utd,William Osula,DEN,FW,19,2003,8.7,93,90,2,0,0,0,2,0,0,0,0,0,49,1,1
ENG-Premier League,2324,Sheffield Utd,Yasser Larouci,ALG,DF,22,2001,5.9,185,171,13,0,0,0,6,13,0,0,0,0,131,1,14
ENG-Premier League,2324,Tottenham,Alejo Véliz,ARG,FW,19,2003,0.6,10,8,2,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2324,Tottenham,Ben Davies,WAL,DF,30,1993,12.1,850,788,61,34,3,3,10,27,0,0,0,0,766,1,10
ENG-Premier League,2324,Tottenham,Brennan Johnson,WAL,FW,22,2001,23.2,728,710,14,0,0,1,68,13,0,0,0,0,519,4,37
ENG-Premier League,2324,Tottenham,Bryan Gil,ESP,"FW,MF",22,2001,2.3,157,155,2,0,0,0,11,2,0,0,0,0,127,0,7
ENG-Premier League,2324,Tottenham,Cristian Romero,ARG,DF,25,1998,31.0,2606,2456,147,123,6,4,3,14,0,0,0,0,2390,3,24
ENG-Premier League,2324,Tottenham,Dane Scarlett,ENG,FW,19,2004,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2324,Tottenham,Davinson Sánchez,COL,DF,27,1996,0.9,75,73,2,1,0,0,0,1,0,0,0,0,68,0,0
ENG-Premier League,2324,Tottenham,Dejan Kulusevski,SWE,"FW,MF",23,2000,30.7,1234,1185,42,8,12,6,89,6,24,6,0,0,953,7,55
ENG-Premier League,2324,Tottenham,Destiny Udogie,ITA,DF,20,2002,26.6,1440,1212,225,24,0,0,22,201,0,0,0,0,1235,3,42
ENG-Premier League,2324,Tottenham,Emerson,BRA,DF,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23
ENG-Premier League,2324,Tottenham,Eric Dier,ENG,DF,29,1994,2.2,141,132,9,6,0,0,0,0,0,0,0,0,125,0,0
ENG-Premier League,2324,Tottenham,Giovani Lo Celso,ARG,MF,27,1996,5.6,503,466,32,23,2,0,13,2,7,5,0,0,449,5,8
ENG-Premier League,2324,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38.0,1569,1272,292,91,0,0,0,0,0,0,0,0,1335,5,1
ENG-Premier League,2324,Tottenham,Ivan Perišić,CRO,FW,34,1989,1.1,76,72,4,1,0,1,13,2,1,1,0,0,53,0,1
ENG-Premier League,2324,Tottenham,James Maddison,ENG,MF,26,1996,23.7,1500,1322,167,59,14,6,133,10,96,45,34,0,1210,11,30
ENG-Premier League,2324,Tottenham,Jamie Donley,NIR,FW,18,2005,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2324,Tottenham,Manor Solomon,ISR,FW,24,1999,2.2,90,90,0,0,1,0,5,0,0,0,0,0,78,0,1
ENG-Premier League,2324,Tottenham,Micky van de Ven,NED,DF,22,2001,26.0,1810,1707,100,48,0,1,3,21,0,0,0,0,1698,3,5
ENG-Premier League,2324,Tottenham,Mikey Moore,ENG,MF,15,2007,0.0,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2324,Tottenham,Oliver Skipp,ENG,"MF,DF",22,2000,7.9,383,366,16,8,1,0,1,8,0,0,0,0,351,1,2
ENG-Premier League,2324,Tottenham,Pape Matar Sarr,SEN,MF,20,2002,23.0,1349,1329,18,5,6,3,25,9,1,0,0,0,1179,2,27
ENG-Premier League,2324,Tottenham,Pedro Porro,ESP,DF,23,1999,34.3,2369,1907,451,56,14,11,198,295,100,36,36,1,1806,11,68
ENG-Premier League,2324,Tottenham,Pierre Højbjerg,DEN,MF,27,1995,14.6,1415,1364,41,31,2,12,14,8,2,0,0,0,1234,10,14
ENG-Premier League,2324,Tottenham,Radu Drăgușin,ROU,DF,21,2002,4.8,370,352,18,8,1,0,0,1,0,0,0,0,326,0,3
ENG-Premier League,2324,Tottenham,Richarlison,BRA,FW,26,1997,16.6,392,360,29,3,2,3,14,1,0,0,0,0,267,3,25
ENG-Premier League,2324,Tottenham,Rodrigo Bentancur,URU,MF,26,1997,11.2,800,786,10,9,4,0,9,0,0,0,0,0,674,4,26
ENG-Premier League,2324,Tottenham,Son Heung-min,KOR,FW,31,1992,32.6,1075,996,75,3,17,2,36,10,3,0,0,0,887,4,36
ENG-Premier League,2324,Tottenham,Timo Werner,GER,FW,27,1996,9.0,366,349,16,2,2,0,28,14,0,0,0,0,281,1,16
ENG-Premier League,2324,Tottenham,Yves Bissouma,MLI,MF,26,1996,23.0,1842,1787,51,48,3,4,1,3,0,0,0,0,1689,4,19
ENG-Premier League,2324,West Ham,Aaron Cresswell,ENG,"DF,FW",33,1989,4.8,308,245,63,9,0,4,11,50,4,1,3,0,254,0,3
ENG-Premier League,2324,West Ham,Alphonse Areola,FRA,GK,30,1993,30.0,867,555,307,88,0,2,0,0,0,0,0,0,562,5,0
ENG-Premier League,2324,West Ham,Angelo Ogbonna,ITA,DF,35,1988,7.1,214,194,20,12,0,2,0,0,0,0,0,0,171,0,2
ENG-Premier League,2324,West Ham,Ben Johnson,ENG,"DF,FW",23,2000,6.0,334,289,43,3,0,3,31,39,1,0,0,0,246,2,15
ENG-Premier League,2324,West Ham,Danny Ings,ENG,FW,31,1992,4.5,107,100,6,0,0,0,1,0,0,0,0,0,76,1,6
ENG-Premier League,2324,West Ham,Divin Mubama,ENG,FW,18,2004,0.9,22,20,2,0,0,0,0,0,0,0,0,0,16,0,0
ENG-Premier League,2324,West Ham,Edson Álvarez,MEX,MF,25,1997,26.4,1207,1184,18,15,2,9,4,3,0,0,0,0,1033,5,14
ENG-Premier League,2324,West Ham,Emerson Palmieri,ITA,DF,28,1994,34.9,1745,1459,280,18,2,5,49,256,6,0,5,0,1421,6,57
ENG-Premier League,2324,West Ham,George Earthy,ENG,FW,18,2004,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
ENG-Premier League,2324,West Ham,James Ward-Prowse,ENG,MF,28,1994,33.3,1672,1422,242,80,2,16,189,3,119,64,53,0,1386,8,19
ENG-Premier League,2324,West Ham,Jarrod Bowen,ENG,FW,26,1996,33.5,702,641,59,2,5,3,75,3,32,27,0,0,484,2,52
ENG-Premier League,2324,West Ham,Kaelan Casey,ENG,DF,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2324,West Ham,Kalvin Phillips,ENG,MF,27,1995,3.4,179,170,7,6,1,1,1,1,0,0,0,0,141,2,2
ENG-Premier League,2324,West Ham,Konstantinos Mavropanos,GRE,DF,25,1997,16.7,635,597,36,29,1,11,1,5,0,0,0,0,482,2,7
ENG-Premier League,2324,West Ham,Kurt Zouma,FRA,DF,28,1994,31.5,1148,1096,50,39,1,28,0,3,0,0,0,0,962,2,10
