join_key,league,season,game,league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,home_goals,away_goals,home_xg,away_xg,is_result,has_data,url,home_team_shortened,referee,Match Week,status
2023-09-03_Crystal,ENG-Premier League,2324,2023-09-03 Crystal Palace-Wolverhampton Wanderers,1,2023,21932,2023-09-03,78,229,Crystal Palace,Wolverhampton Wanderers,WOL,CRY,3,2,2.32935,1.13911,True,True,https://understat.com/match/21932,Crystal,Robert Jones,4,FINISHED
2023-09-03_Liverpool,ENG-Premier League,2324,2023-09-03 Liverpool-Aston Villa,1,2023,21933,2023-09-03,87,71,Liverpool,Aston Villa,AVL,LIV,3,0,2.73138,0.615503,True,True,https://understat.com/match/21933,Liverpool,Simon Hooper,4,FINISHED
2023-09-16_Aston,ENG-Premier League,2324,2023-09-16 Aston Villa-Crystal Palace,1,2023,21938,2023-09-16,71,78,Aston Villa,Crystal Palace,CRY,AVL,3,1,2.31518,1.11696,True,True,https://understat.com/match/21938,Aston,Darren England,5,FINISHED
2023-09-16_Fulham,ENG-Premier League,2324,2023-09-16 Fulham-Luton,1,2023,21939,2023-09-16,228,256,Fulham,Luton,LUT,FLH,1,0,1.75704,1.45705,True,True,https://understat.com/match/21939,Fulham,Michael Salisbury,5,FINISHED
2023-09-16_Manchester,ENG-Premier League,2324,2023-09-16 Manchester United-Brighton,1,2023,21940,2023-09-16,89,220,Manchester United,Brighton,BRI,MUN,1,3,0.719951,1.93908,True,True,https://understat.com/match/21940,Manchester,Jarred Gillett,5,FINISHED
2023-09-16_Newcastle,ENG-Premier League,2324,2023-09-16 Newcastle United-Brentford,1,2023,21943,2023-09-16,86,244,Newcastle United,Brentford,BRE,NEW,1,0,1.50126,0.633678,True,True,https://understat.com/match/21943,Newcastle,Craig Pawson,5,FINISHED
2023-09-16_Tottenham,ENG-Premier League,2324,2023-09-16 Tottenham-Sheffield United,1,2023,21936,2023-09-16,82,238,Tottenham,Sheffield United,SHE,TOT,2,1,2.15909,0.790655,True,True,https://understat.com/match/21936,Tottenham,Peter Bankes,5,FINISHED
2023-09-16_West,ENG-Premier League,2324,2023-09-16 West Ham-Manchester City,1,2023,21937,2023-09-16,81,88,West Ham,Manchester City,MCI,WHU,1,3,0.895632,4.15046,True,True,https://understat.com/match/21937,West,Andy Madley,5,FINISHED
2023-09-16_Wolverhampton,ENG-Premier League,2324,2023-09-16 Wolverhampton Wanderers-Liverpool,1,2023,21935,2023-09-16,229,87,Wolverhampton Wanderers,Liverpool,LIV,WOL,1,3,0.538833,2.82701,True,True,https://understat.com/match/21935,Wolverhampton,Michael Oliver,5,FINISHED
2023-09-17_Bournemouth,ENG-Premier League,2324,2023-09-17 Bournemouth-Chelsea,1,2023,21942,2023-09-17,73,80,Bournemouth,Chelsea,CHE,BOU,0,0,1.32515,1.39677,True,True,https://understat.com/match/21942,Bournemouth,David Coote,5,FINISHED
2023-09-17_Everton,ENG-Premier League,2324,2023-09-17 Everton-Arsenal,1,2023,21941,2023-09-17,72,83,Everton,Arsenal,ARS,EVE,0,1,0.28317,0.802605,True,True,https://understat.com/match/21941,Everton,Simon Hooper,5,FINISHED
2023-09-18_Nottingham,ENG-Premier League,2324,2023-09-18 Nottingham Forest-Burnley,1,2023,21944,2023-09-18,249,92,Nottingham Forest,Burnley,BUR,NOT,1,1,0.705795,0.807651,True,True,https://understat.com/match/21944,Nottingham,Robert Jones,5,FINISHED
2023-09-23_Brentford,ENG-Premier League,2324,2023-09-23 Brentford-Everton,1,2023,21949,2023-09-23,244,72,Brentford,Everton,EVE,BRE,1,3,1.57402,2.51497,True,True,https://understat.com/match/21949,Brentford,Michael Oliver,6,FINISHED
2023-09-23_Burnley,ENG-Premier League,2324,2023-09-23 Burnley-Manchester United,1,2023,21950,2023-09-23,92,89,Burnley,Manchester United,MUN,BUR,0,1,0.935444,0.840273,True,True,https://understat.com/match/21950,Burnley,Tony Harrington,6,FINISHED
2023-09-23_Crystal,ENG-Premier League,2324,2023-09-23 Crystal Palace-Fulham,1,2023,21948,2023-09-23,78,228,Crystal Palace,Fulham,FLH,CRY,0,0,0.37236,0.542678,True,True,https://understat.com/match/21948,Crystal,Paul Tierney,6,FINISHED
2023-09-23_Luton,ENG-Premier League,2324,2023-09-23 Luton-Wolverhampton Wanderers,1,2023,21945,2023-09-23,256,229,Luton,Wolverhampton Wanderers,WOL,LUT,1,1,2.24101,0.762984,True,True,https://understat.com/match/21945,Luton,Josh Smith,6,FINISHED
2023-09-23_Manchester,ENG-Premier League,2324,2023-09-23 Manchester City-Nottingham Forest,1,2023,21946,2023-09-23,88,249,Manchester City,Nottingham Forest,NOT,MCI,2,0,1.33984,0.729109,True,True,https://understat.com/match/21946,Manchester,Anthony Taylor,6,FINISHED
2023-09-24_Arsenal,ENG-Premier League,2324,2023-09-24 Arsenal-Tottenham,1,2023,21952,2023-09-24,83,82,Arsenal,Tottenham,TOT,ARS,2,2,2.3429,2.21166,True,True,https://understat.com/match/21952,Arsenal,Robert Jones,6,FINISHED
2023-09-24_Brighton,ENG-Premier League,2324,2023-09-24 Brighton-Bournemouth,1,2023,21951,2023-09-24,220,73,Brighton,Bournemouth,BOU,BRI,3,1,2.14533,1.58984,True,True,https://understat.com/match/21951,Brighton,John Brooks,6,FINISHED
2023-09-24_Chelsea,ENG-Premier League,2324,2023-09-24 Chelsea-Aston Villa,1,2023,21947,2023-09-24,80,71,Chelsea,Aston Villa,AVL,CHE,0,1,1.19716,1.13479,True,True,https://understat.com/match/21947,Chelsea,Jarred Gillett,6,FINISHED
2023-09-24_Liverpool,ENG-Premier League,2324,2023-09-24 Liverpool-West Ham,1,2023,21953,2023-09-24,87,81,Liverpool,West Ham,WHU,LIV,3,1,4.14262,1.53878,True,True,https://understat.com/match/21953,Liverpool,Chris Kavanagh,6,FINISHED
2023-09-24_Sheffield,ENG-Premier League,2324,2023-09-24 Sheffield United-Newcastle United,1,2023,21954,2023-09-24,238,86,Sheffield United,Newcastle United,NEW,SHE,0,8,0.579392,5.1082,True,True,https://understat.com/match/21954,Sheffield,Stuart Attwell,6,FINISHED
2023-09-30_Aston,ENG-Premier League,2324,2023-09-30 Aston Villa-Brighton,1,2023,21955,2023-09-30,71,220,Aston Villa,Brighton,BRI,AVL,6,1,1.90746,1.72819,True,True,https://understat.com/match/21955,Aston,Andy Madley,7,FINISHED
2023-09-30_Bournemouth,ENG-Premier League,2324,2023-09-30 Bournemouth-Arsenal,1,2023,21959,2023-09-30,73,83,Bournemouth,Arsenal,ARS,BOU,0,4,0.644443,4.0742,True,True,https://understat.com/match/21959,Bournemouth,Michael Salisbury,7,FINISHED
2023-09-30_Everton,ENG-Premier League,2324,2023-09-30 Everton-Luton,1,2023,21956,2023-09-30,72,256,Everton,Luton,LUT,EVE,1,2,3.65377,1.5102,True,True,https://understat.com/match/21956,Everton,Anthony Taylor,7,FINISHED
2023-09-30_Manchester,ENG-Premier League,2324,2023-09-30 Manchester United-Crystal Palace,1,2023,21957,2023-09-30,89,78,Manchester United,Crystal Palace,CRY,MUN,0,1,1.55408,1.19015,True,True,https://understat.com/match/21957,Manchester,Chris Kavanagh,7,FINISHED
2023-09-30_Newcastle,ENG-Premier League,2324,2023-09-30 Newcastle United-Burnley,1,2023,21958,2023-09-30,86,92,Newcastle United,Burnley,BUR,NEW,2,0,3.08516,0.801849,True,True,https://understat.com/match/21958,Newcastle,Thomas Bramall,7,FINISHED
2023-09-30_Tottenham,ENG-Premier League,2324,2023-09-30 Tottenham-Liverpool,1,2023,21962,2023-09-30,82,87,Tottenham,Liverpool,LIV,TOT,2,1,2.18823,1.12299,True,True,https://understat.com/match/21962,Tottenham,Simon Hooper,7,FINISHED
2023-09-30_West,ENG-Premier League,2324,2023-09-30 West Ham-Sheffield United,1,2023,21960,2023-09-30,81,238,West Ham,Sheffield United,SHE,WHU,2,0,3.19753,0.911997,True,True,https://understat.com/match/21960,West,Graham Scott,7,FINISHED
2023-09-30_Wolverhampton,ENG-Premier League,2324,2023-09-30 Wolverhampton Wanderers-Manchester City,1,2023,21961,2023-09-30,229,88,Wolverhampton Wanderers,Manchester City,MCI,WOL,2,1,0.673985,0.98075,True,True,https://understat.com/match/21961,Wolverhampton,Craig Pawson,7,FINISHED
2023-10-01_Nottingham,ENG-Premier League,2324,2023-10-01 Nottingham Forest-Brentford,1,2023,21963,2023-10-01,249,244,Nottingham Forest,Brentford,BRE,NOT,1,1,0.800317,1.75862,True,True,https://understat.com/match/21963,Nottingham,Paul Tierney,7,FINISHED
2023-10-02_Fulham,ENG-Premier League,2324,2023-10-02 Fulham-Chelsea,1,2023,21964,2023-10-02,228,80,Fulham,Chelsea,CHE,FLH,0,2,0.889383,1.98461,True,True,https://understat.com/match/21964,Fulham,Tim Robinson,7,FINISHED
2023-10-03_Luton,ENG-Premier League,2324,2023-10-03 Luton-Burnley,1,2023,22289,2023-10-03,256,92,Luton,Burnley,BUR,LUT,1,2,1.53058,0.920206,True,True,https://understat.com/match/22289,Luton,Peter Bankes,2,FINISHED
2023-10-07_Burnley,ENG-Premier League,2324,2023-10-07 Burnley-Chelsea,1,2023,21967,2023-10-07,92,80,Burnley,Chelsea,CHE,BUR,1,4,0.956642,1.97566,True,True,https://understat.com/match/21967,Burnley,Stuart Attwell,8,FINISHED
2023-10-07_Crystal,ENG-Premier League,2324,2023-10-07 Crystal Palace-Nottingham Forest,1,2023,21968,2023-10-07,78,249,Crystal Palace,Nottingham Forest,NOT,CRY,0,0,0.982452,1.22105,True,True,https://understat.com/match/21968,Crystal,Craig Pawson,8,FINISHED
2023-10-07_Everton,ENG-Premier League,2324,2023-10-07 Everton-Bournemouth,1,2023,21969,2023-10-07,72,73,Everton,Bournemouth,BOU,EVE,3,0,3.16482,0.981732,True,True,https://understat.com/match/21969,Everton,David Coote,8,FINISHED
2023-10-07_Fulham,ENG-Premier League,2324,2023-10-07 Fulham-Sheffield United,1,2023,21970,2023-10-07,228,238,Fulham,Sheffield United,SHE,FLH,3,1,2.26612,0.251809,True,True,https://understat.com/match/21970,Fulham,Sam Barrott,8,FINISHED
2023-10-07_Luton,ENG-Premier League,2324,2023-10-07 Luton-Tottenham,1,2023,21971,2023-10-07,256,82,Luton,Tottenham,TOT,LUT,0,1,0.848118,2.37947,True,True,https://understat.com/match/21971,Luton,John Brooks,8,FINISHED
2023-10-07_Manchester,ENG-Premier League,2324,2023-10-07 Manchester United-Brentford,1,2023,21972,2023-10-07,89,244,Manchester United,Brentford,BRE,MUN,2,1,1.29356,1.02509,True,True,https://understat.com/match/21972,Manchester,Bobby Madley,8,FINISHED
2023-10-08_Arsenal,ENG-Premier League,2324,2023-10-08 Arsenal-Manchester City,1,2023,21965,2023-10-08,83,88,Arsenal,Manchester City,MCI,ARS,1,0,0.386558,0.858071,True,True,https://understat.com/match/21965,Arsenal,Michael Oliver,8,FINISHED
2023-10-08_Brighton,ENG-Premier League,2324,2023-10-08 Brighton-Liverpool,1,2023,21966,2023-10-08,220,87,Brighton,Liverpool,LIV,BRI,2,2,2.23187,2.51029,True,True,https://understat.com/match/21966,Brighton,Anthony Taylor,8,FINISHED
2023-10-08_West,ENG-Premier League,2324,2023-10-08 West Ham-Newcastle United,1,2023,21973,2023-10-08,81,86,West Ham,Newcastle United,NEW,WHU,2,2,0.931345,1.97865,True,True,https://understat.com/match/21973,West,Peter Bankes,8,FINISHED
2023-10-08_Wolverhampton,ENG-Premier League,2324,2023-10-08 Wolverhampton Wanderers-Aston Villa,1,2023,21974,2023-10-08,229,71,Wolverhampton Wanderers,Aston Villa,AVL,WOL,1,1,1.76232,1.81618,True,True,https://understat.com/match/21974,Wolverhampton,Robert Jones,8,FINISHED
2023-10-21_Bournemouth,ENG-Premier League,2324,2023-10-21 Bournemouth-Wolverhampton Wanderers,1,2023,21975,2023-10-21,73,229,Bournemouth,Wolverhampton Wanderers,WOL,BOU,1,2,1.01839,2.30454,True,True,https://understat.com/match/21975,Bournemouth,Paul Tierney,9,FINISHED
2023-10-21_Brentford,ENG-Premier League,2324,2023-10-21 Brentford-Burnley,1,2023,21977,2023-10-21,244,92,Brentford,Burnley,BUR,BRE,3,0,3.15685,0.693129,True,True,https://understat.com/match/21977,Brentford,Josh Smith,9,FINISHED
2023-10-21_Chelsea,ENG-Premier League,2324,2023-10-21 Chelsea-Arsenal,1,2023,21978,2023-10-21,80,83,Chelsea,Arsenal,ARS,CHE,2,2,1.71838,1.05791,True,True,https://understat.com/match/21978,Chelsea,Chris Kavanagh,9,FINISHED
2023-10-21_Liverpool,ENG-Premier League,2324,2023-10-21 Liverpool-Everton,1,2023,21979,2023-10-21,87,72,Liverpool,Everton,EVE,LIV,2,0,2.28568,0.0937725,True,True,https://understat.com/match/21979,Liverpool,Craig Pawson,9,FINISHED
2023-10-21_Manchester,ENG-Premier League,2324,2023-10-21 Manchester City-Brighton,1,2023,21980,2023-10-21,88,220,Manchester City,Brighton,BRI,MCI,2,1,0.962509,0.963733,True,True,https://understat.com/match/21980,Manchester,Robert Jones,9,FINISHED
2023-10-21_Newcastle,ENG-Premier League,2324,2023-10-21 Newcastle United-Crystal Palace,1,2023,21981,2023-10-21,86,78,Newcastle United,Crystal Palace,CRY,NEW,4,0,3.73336,1.08795,True,True,https://understat.com/match/21981,Newcastle,Tim Robinson,9,FINISHED
2023-10-21_Nottingham,ENG-Premier League,2324,2023-10-21 Nottingham Forest-Luton,1,2023,21982,2023-10-21,249,256,Nottingham Forest,Luton,LUT,NOT,2,2,3.27549,1.49555,True,True,https://understat.com/match/21982,Nottingham,Sam Barrott,9,FINISHED
2023-10-21_Sheffield,ENG-Premier League,2324,2023-10-21 Sheffield United-Manchester United,1,2023,21983,2023-10-21,238,89,Sheffield United,Manchester United,MUN,SHE,1,2,1.41074,1.46187,True,True,https://understat.com/match/21983,Sheffield,Michael Oliver,9,FINISHED
2023-10-22_Aston,ENG-Premier League,2324,2023-10-22 Aston Villa-West Ham,1,2023,21976,2023-10-22,71,81,Aston Villa,West Ham,WHU,AVL,4,1,2.34143,0.659622,True,True,https://understat.com/match/21976,Aston,David Coote,9,FINISHED
2023-10-23_Tottenham,ENG-Premier League,2324,2023-10-23 Tottenham-Fulham,1,2023,21984,2023-10-23,82,228,Tottenham,Fulham,FLH,TOT,2,0,1.63523,0.745838,True,True,https://understat.com/match/21984,Tottenham,Anthony Taylor,9,FINISHED
2023-10-27_Crystal,ENG-Premier League,2324,2023-10-27 Crystal Palace-Tottenham,1,2023,21990,2023-10-27,78,82,Crystal Palace,Tottenham,TOT,CRY,1,2,0.561834,0.989103,True,True,https://understat.com/match/21990,Crystal,Andy Madley,10,FINISHED
2023-10-28_Arsenal,ENG-Premier League,2324,2023-10-28 Arsenal-Sheffield United,1,2023,21986,2023-10-28,83,238,Arsenal,Sheffield United,SHE,ARS,5,0,3.03496,0.0281554,True,True,https://understat.com/match/21986,Arsenal,Tim Robinson,10,FINISHED
2023-10-28_Bournemouth,ENG-Premier League,2324,2023-10-28 Bournemouth-Burnley,1,2023,21985,2023-10-28,73,92,Bournemouth,Burnley,BUR,BOU,2,1,1.10052,0.90255,True,True,https://understat.com/match/21985,Bournemouth,Sam Barrott,10,FINISHED
2023-10-28_Chelsea,ENG-Premier League,2324,2023-10-28 Chelsea-Brentford,1,2023,21989,2023-10-28,80,244,Chelsea,Brentford,BRE,CHE,0,2,1.71801,2.48137,True,True,https://understat.com/match/21989,Chelsea,Simon Hooper,10,FINISHED
2023-10-28_Wolverhampton,ENG-Premier League,2324,2023-10-28 Wolverhampton Wanderers-Newcastle United,1,2023,21994,2023-10-28,229,86,Wolverhampton Wanderers,Newcastle United,NEW,WOL,2,2,0.863393,2.31987,True,True,https://understat.com/match/21994,Wolverhampton,Anthony Taylor,10,FINISHED
2023-10-29_Aston,ENG-Premier League,2324,2023-10-29 Aston Villa-Luton,1,2023,21987,2023-10-29,71,256,Aston Villa,Luton,LUT,AVL,3,1,3.07654,0.453117,True,True,https://understat.com/match/21987,Aston,John Brooks,10,FINISHED
2023-10-29_Brighton,ENG-Premier League,2324,2023-10-29 Brighton-Fulham,1,2023,21988,2023-10-29,220,228,Brighton,Fulham,FLH,BRI,1,1,1.31996,0.552523,True,True,https://understat.com/match/21988,Brighton,Michael Salisbury,10,FINISHED
2023-10-29_Liverpool,ENG-Premier League,2324,2023-10-29 Liverpool-Nottingham Forest,1,2023,21991,2023-10-29,87,249,Liverpool,Nottingham Forest,NOT,LIV,3,0,2.70428,0.642014,True,True,https://understat.com/match/21991,Liverpool,Chris Kavanagh,10,FINISHED
2023-10-29_Manchester,ENG-Premier League,2324,2023-10-29 Manchester United-Manchester City,1,2023,21992,2023-10-29,89,88,Manchester United,Manchester City,MCI,MUN,0,3,0.714628,4.54595,True,True,https://understat.com/match/21992,Manchester,Paul Tierney,10,FINISHED
2023-10-29_West,ENG-Premier League,2324,2023-10-29 West Ham-Everton,1,2023,21993,2023-10-29,81,72,West Ham,Everton,EVE,WHU,0,1,0.618578,0.733813,True,True,https://understat.com/match/21993,West,Stuart Attwell,10,FINISHED
2023-11-04_Brentford,ENG-Premier League,2324,2023-11-04 Brentford-West Ham,1,2023,21995,2023-11-04,244,81,Brentford,West Ham,WHU,BRE,3,2,1.82944,1.75505,True,True,https://understat.com/match/21995,Brentford,Thomas Bramall,11,FINISHED
2023-11-04_Burnley,ENG-Premier League,2324,2023-11-04 Burnley-Crystal Palace,1,2023,21996,2023-11-04,92,78,Burnley,Crystal Palace,CRY,BUR,0,2,1.4998,1.43653,True,True,https://understat.com/match/21996,Burnley,Peter Bankes,11,FINISHED
