match_id,date,home_team,home_id,away_team,away_id,home_goals,away_goals,home_xg,away_xg,season
22177,2024-03-16 15:00:00,Burnley,92,Brentford,244,2,1,2.69776,1.25123,2023
22181,2024-03-16 15:00:00,Luton,256,Nottingham Forest,249,1,1,0.853782,1.95268,2023
22180,2024-03-16 17:30:00,Fulham,228,Tottenham,82,3,0,2.47234,2.14564,2023
22183,2024-03-17 14:00:00,West Ham,81,Aston Villa,71,1,1,1.32829,0.911274,2023
22191,2024-03-30 12:30:00,Newcastle United,86,West Ham,81,4,3,3.80922,0.994584,2023
22185,2024-03-30 15:00:00,Bournemouth,73,Everton,72,2,1,1.39268,0.93378,2023
22188,2024-03-30 15:00:00,Chelsea,80,Burnley,92,2,2,4.46643,2.10422,2023
22192,2024-03-30 15:00:00,Nottingham Forest,249,Crystal Palace,78,1,1,0.784652,0.900972,2023
22193,2024-03-30 15:00:00,Sheffield United,238,Fulham,228,3,3,1.78824,1.10254,2023
22194,2024-03-30 15:00:00,Tottenham,82,Luton,256,2,1,2.46523,0.402402,2023
22186,2024-03-30 17:30:00,Aston Villa,71,Wolverhampton Wanderers,229,2,0,1.28271,1.66232,2023
22187,2024-03-30 20:00:00,Brentford,244,Manchester United,89,1,1,3.16487,0.989565,2023
22189,2024-03-31 14:00:00,Liverpool,87,Brighton,220,2,1,3.21149,0.43922,2023
22190,2024-03-31 16:30:00,Manchester City,88,Arsenal,83,0,0,1.22009,0.511402,2023
22198,2024-04-02 18:30:00,Nottingham Forest,249,Fulham,228,3,1,1.94619,1.04304,2023
22202,2024-04-02 18:30:00,Newcastle United,86,Everton,72,1,1,2.65009,1.69834,2023
22195,2024-04-02 18:45:00,Bournemouth,73,Crystal Palace,78,1,0,1.30969,0.174389,2023
22197,2024-04-02 18:45:00,Burnley,92,Wolverhampton Wanderers,229,1,1,1.12581,1.01021,2023
22199,2024-04-02 19:15:00,West Ham,81,Tottenham,82,1,1,1.47017,1.39423,2023
22196,2024-04-03 18:30:00,Arsenal,83,Luton,256,2,0,1.14384,0.292082,2023
22200,2024-04-03 18:30:00,Brentford,244,Brighton,220,0,0,0.423299,1.22404,2023
22204,2024-04-03 19:15:00,Manchester City,88,Aston Villa,71,4,1,3.87704,1.18643,2023
22203,2024-04-04 18:30:00,Liverpool,87,Sheffield United,238,3,1,2.51772,0.720948,2023
22201,2024-04-04 19:15:00,Chelsea,80,Manchester United,89,4,3,3.48048,1.56686,2023
22207,2024-04-06 11:30:00,Crystal Palace,78,Manchester City,88,2,4,1.49472,2.26381,2023
22205,2024-04-06 14:00:00,Aston Villa,71,Brentford,244,3,3,1.16333,1.42064,2023
22208,2024-04-06 14:00:00,Everton,72,Burnley,92,1,0,0.659844,0.34699,2023
22209,2024-04-06 14:00:00,Fulham,228,Newcastle United,86,0,1,0.834564,1.18012,2023
22210,2024-04-06 14:00:00,Luton,256,Bournemouth,73,2,1,1.30478,0.616108,2023
22214,2024-04-06 14:00:00,Wolverhampton Wanderers,229,West Ham,81,1,2,1.78341,1.14133,2023
22206,2024-04-06 16:30:00,Brighton,220,Arsenal,83,0,3,0.428514,4.16518,2023
22211,2024-04-07 14:30:00,Manchester United,89,Liverpool,87,2,2,0.814509,4.43457,2023
22212,2024-04-07 16:30:00,Sheffield United,238,Chelsea,80,2,2,1.74265,0.521789,2023
22213,2024-04-07 19:00:00,Tottenham,82,Nottingham Forest,249,3,1,1.61978,2.00122,2023
22222,2024-04-13 11:30:00,Newcastle United,86,Tottenham,82,4,0,3.1483,0.737596,2023
22217,2024-04-13 14:00:00,Brentford,244,Sheffield United,238,2,0,1.09071,0.834498,2023
22218,2024-04-13 14:00:00,Burnley,92,Brighton,220,1,1,1.8522,0.889445,2023
22221,2024-04-13 14:00:00,Manchester City,88,Luton,256,5,1,4.64245,0.809775,2023
22223,2024-04-13 14:00:00,Nottingham Forest,249,Wolverhampton Wanderers,229,2,2,1.76244,1.45688,2023
22215,2024-04-13 16:30:00,Bournemouth,73,Manchester United,89,2,2,2.38519,1.52274,2023
22220,2024-04-14 13:00:00,Liverpool,87,Crystal Palace,78,0,1,3.04497,2.12879,2023
22224,2024-04-14 13:00:00,West Ham,81,Fulham,228,0,2,1.45307,3.61413,2023
22216,2024-04-14 15:30:00,Arsenal,83,Aston Villa,71,0,2,1.89003,0.929049,2023
22219,2024-04-15 19:00:00,Chelsea,80,Everton,72,6,0,3.37093,1.21791,2023
22230,2024-04-20 14:00:00,Luton,256,Brentford,244,1,5,0.497799,3.7809,2023
22232,2024-04-20 14:00:00,Sheffield United,238,Burnley,92,1,4,1.97816,2.42338,2023
22234,2024-04-20 18:30:00,Wolverhampton Wanderers,229,Arsenal,83,0,2,0.164516,1.66179,2023
22228,2024-04-21 12:30:00,Everton,72,Nottingham Forest,249,2,0,0.473233,1.18916,2023
22225,2024-04-21 14:00:00,Aston Villa,71,Bournemouth,73,3,1,2.62687,2.05211,2023
22227,2024-04-21 14:00:00,Crystal Palace,78,West Ham,81,5,2,3.7185,1.34536,2023
22229,2024-04-21 15:30:00,Fulham,228,Liverpool,87,1,3,0.83885,1.02445,2023
22175,2024-04-23 19:00:00,Arsenal,83,Chelsea,80,5,0,3.45858,1.60343,2023
22184,2024-04-24 18:45:00,Wolverhampton Wanderers,229,Bournemouth,73,0,1,0.484454,2.40311,2023
22178,2024-04-24 19:00:00,Crystal Palace,78,Newcastle United,86,2,0,1.43661,0.55129,2023
22179,2024-04-24 19:00:00,Everton,72,Liverpool,87,2,0,1.89111,1.87155,2023
22182,2024-04-24 19:00:00,Manchester United,89,Sheffield United,238,4,2,3.51311,1.20517,2023
22176,2024-04-25 19:00:00,Brighton,220,Manchester City,88,0,4,0.572021,1.90507,2023
22243,2024-04-27 11:30:00,West Ham,81,Liverpool,87,2,2,0.794025,2.29298,2023
22238,2024-04-27 14:00:00,Fulham,228,Crystal Palace,78,1,1,1.39418,1.05387,2023
22239,2024-04-27 14:00:00,Manchester United,89,Burnley,92,1,1,3.06197,1.89591,2023
22240,2024-04-27 14:00:00,Newcastle United,86,Sheffield United,238,5,1,2.93477,1.82408,2023
22244,2024-04-27 14:00:00,Wolverhampton Wanderers,229,Luton,256,2,1,1.49011,0.90435,2023
22237,2024-04-27 16:30:00,Everton,72,Brentford,244,1,0,1.21399,0.956356,2023
22236,2024-04-27 19:00:00,Aston Villa,71,Chelsea,80,2,2,0.612257,1.56401,2023
22235,2024-04-28 13:00:00,Bournemouth,73,Brighton,220,3,0,2.48132,1.35682,2023
22241,2024-04-28 13:00:00,Tottenham,82,Arsenal,83,2,3,2.60458,1.51469,2023
22242,2024-04-28 15:30:00,Nottingham Forest,249,Manchester City,88,0,2,2.17312,0.932063,2023
22149,2024-05-02 18:30:00,Chelsea,80,Tottenham,82,2,0,2.22432,1.27064,2023
22252,2024-05-03 19:00:00,Luton,256,Everton,72,1,1,0.950391,1.22959,2023
22245,2024-05-04 11:30:00,Arsenal,83,Bournemouth,73,3,0,3.91372,0.4687,2023
22246,2024-05-04 14:00:00,Brentford,244,Fulham,228,0,0,0.809379,1.45579,2023
22248,2024-05-04 14:00:00,Burnley,92,Newcastle United,86,1,4,1.28632,4.25643,2023
22254,2024-05-04 14:00:00,Sheffield United,238,Nottingham Forest,249,1,3,2.48986,1.93818,2023
22253,2024-05-04 16:30:00,Manchester City,88,Wolverhampton Wanderers,229,5,1,4.52542,0.396887,2023
22247,2024-05-05 13:00:00,Brighton,220,Aston Villa,71,1,0,2.63566,0.0644055,2023
22249,2024-05-05 13:00:00,Chelsea,80,West Ham,81,5,0,4.21838,0.893899,2023
22251,2024-05-05 15:30:00,Liverpool,87,Tottenham,82,4,2,3.26222,1.17205,2023
22250,2024-05-06 19:00:00,Crystal Palace,78,Manchester United,89,4,0,2.0656,0.341417,2023
22258,2024-05-11 11:30:00,Fulham,228,Manchester City,88,0,4,0.0886245,3.15218,2023
22255,2024-05-11 14:00:00,Bournemouth,73,Brentford,244,1,2,1.07237,1.92722,2023
22257,2024-05-11 14:00:00,Everton,72,Sheffield United,238,1,0,1.82411,0.465523,2023
22260,2024-05-11 14:00:00,Newcastle United,86,Brighton,220,1,1,2.45163,1.91556,2023
22262,2024-05-11 14:00:00,Tottenham,82,Burnley,92,2,1,3.00238,0.950331,2023
22263,2024-05-11 14:00:00,West Ham,81,Luton,256,3,1,3.71009,0.640456,2023
22264,2024-05-11 14:00:00,Wolverhampton Wanderers,229,Crystal Palace,78,1,3,1.1561,2.51452,2023
22261,2024-05-11 16:30:00,Nottingham Forest,249,Chelsea,80,2,3,2.44569,2.41068,2023
22259,2024-05-12 15:30:00,Manchester United,89,Arsenal,83,0,1,0.551669,1.73104,2023
22256,2024-05-13 19:00:00,Aston Villa,71,Liverpool,87,3,3,2.71655,1.89968,2023
22233,2024-05-14 19:00:00,Tottenham,82,Manchester City,88,0,2,1.84285,2.70331,2023
22226,2024-05-15 18:45:00,Brighton,220,Chelsea,80,1,2,1.32423,1.544,2023
22231,2024-05-15 19:00:00,Manchester United,89,Newcastle United,86,3,2,1.49706,2.27657,2023
22265,2024-05-19 15:00:00,Arsenal,83,Everton,72,2,1,3.2117,0.664904,2023
22266,2024-05-19 15:00:00,Brentford,244,Newcastle United,86,2,4,1.70157,3.65044,2023
22267,2024-05-19 15:00:00,Brighton,220,Manchester United,89,0,2,1.9717,1.00404,2023
22268,2024-05-19 15:00:00,Burnley,92,Nottingham Forest,249,1,2,1.08222,1.57962,2023
22269,2024-05-19 15:00:00,Chelsea,80,Bournemouth,73,2,1,1.59771,2.002,2023
22270,2024-05-19 15:00:00,Crystal Palace,78,Aston Villa,71,5,0,2.23189,0.598846,2023
22271,2024-05-19 15:00:00,Liverpool,87,Wolverhampton Wanderers,229,2,0,5.65937,0.731254,2023
22272,2024-05-19 15:00:00,Luton,256,Fulham,228,2,4,2.06743,1.11598,2023
22273,2024-05-19 15:00:00,Manchester City,88,West Ham,81,3,1,2.31504,0.240159,2023
22274,2024-05-19 15:00:00,Sheffield United,238,Tottenham,82,0,3,0.697312,3.19675,2023
