match_id,date,home_team,home_id,home_short,away_team,away_id,away_short,home_goals,away_goals,home_xg,away_xg,forecast_win,forecast_draw,forecast_loss,season,Match
21943,2023-09-16 16:30:00,Newcastle United,86,NEW,Brentford,244,BRE,1,0,1.50126,0.633678,0.647,0.2452,0.1078,2023,Newcastle United v Brentford
21942,2023-09-17 13:00:00,Bournemouth,73,BOU,Chelsea,80,CHE,0,0,1.32515,1.39677,0.348,0.2784,0.3736,2023,Bournemouth v Chelsea
21941,2023-09-17 15:30:00,Everton,72,EVE,Arsenal,83,ARS,0,1,0.28317,0.802605,0.112,0.414,0.474,2023,Everton v Arsenal
21944,2023-09-18 18:45:00,Nottingham Forest,249,NOT,Burnley,92,BUR,1,1,0.705795,0.807651,0.2724,0.3669,0.3607,2023,Nottingham Forest v Burnley
21945,2023-09-23 14:00:00,Luton,256,LUT,Wolverhampton Wanderers,229,WOL,1,1,2.24101,0.762984,0.7771,0.1815,0.0414,2023,Luton v Wolverhampton Wanderers
21946,2023-09-23 14:00:00,Manchester City,88,MCI,Nottingham Forest,249,NOT,2,0,1.33984,0.729109,0.5453,0.2792,0.1755,2023,Manchester City v Nottingham Forest
21948,2023-09-23 14:00:00,Crystal Palace,78,CRY,Fulham,228,FLH,0,0,0.37236,0.542678,0.1986,0.488,0.3134,2023,Crystal Palace v Fulham
21949,2023-09-23 16:30:00,Brentford,244,BRE,Everton,72,EVE,1,3,1.57402,2.51497,0.1704,0.2246,0.605,2023,Brentford v Everton
21950,2023-09-23 19:00:00,Burnley,92,BUR,Manchester United,89,MUN,0,1,0.935444,0.840273,0.3571,0.3448,0.2981,2023,Burnley v Manchester United
21947,2023-09-24 13:00:00,Chelsea,80,CHE,Aston Villa,71,AVL,0,1,1.19716,1.13479,0.3746,0.2965,0.3289,2023,Chelsea v Aston Villa
21951,2023-09-24 13:00:00,Brighton,220,BRI,Bournemouth,73,BOU,3,1,2.14533,1.58984,0.5233,0.2401,0.2366,2023,Brighton v Bournemouth
21952,2023-09-24 13:00:00,Arsenal,83,ARS,Tottenham,82,TOT,2,2,2.3429,2.21166,0.417,0.2392,0.3438,2023,Arsenal v Tottenham
21953,2023-09-24 13:00:00,Liverpool,87,LIV,West Ham,81,WHU,3,1,4.14262,1.53878,0.882,0.0793,0.0387,2023,Liverpool v West Ham
21954,2023-09-24 15:30:00,Sheffield United,238,SHE,Newcastle United,86,NEW,0,8,0.579392,5.1082,0.0032,0.0084,0.9884,2023,Sheffield United v Newcastle United
21955,2023-09-30 11:30:00,Aston Villa,71,AVL,Brighton,220,BRI,6,1,1.90746,1.72819,0.4133,0.2584,0.3283,2023,Aston Villa v Brighton
21956,2023-09-30 14:00:00,Everton,72,EVE,Luton,256,LUT,1,2,3.65377,1.5102,0.85,0.1072,0.0428,2023,Everton v Luton
21957,2023-09-30 14:00:00,Manchester United,89,MUN,Crystal Palace,78,CRY,0,1,1.55408,1.19015,0.4561,0.2712,0.2727,2023,Manchester United v Crystal Palace
21958,2023-09-30 14:00:00,Newcastle United,86,NEW,Burnley,92,BUR,2,0,3.08516,0.801849,0.8934,0.0819,0.0247,2023,Newcastle United v Burnley
21959,2023-09-30 14:00:00,Bournemouth,73,BOU,Arsenal,83,ARS,0,4,0.644443,4.0742,0.0052,0.0212,0.9736,2023,Bournemouth v Arsenal
21960,2023-09-30 14:00:00,West Ham,81,WHU,Sheffield United,238,SHE,2,0,3.19753,0.911997,0.8683,0.0908,0.0409,2023,West Ham v Sheffield United
21961,2023-09-30 14:00:00,Wolverhampton Wanderers,229,WOL,Manchester City,88,MCI,2,1,0.673985,0.98075,0.2467,0.3543,0.399,2023,Wolverhampton Wanderers v Manchester City
21962,2023-09-30 16:30:00,Tottenham,82,TOT,Liverpool,87,LIV,2,1,2.18823,1.12299,0.6518,0.2076,0.1406,2023,Tottenham v Liverpool
21963,2023-10-01 13:00:00,Nottingham Forest,249,NOT,Brentford,244,BRE,1,1,0.800317,1.75862,0.1472,0.2359,0.6169,2023,Nottingham Forest v Brentford
21964,2023-10-02 19:00:00,Fulham,228,FLH,Chelsea,80,CHE,0,2,0.889383,1.98461,0.1096,0.2252,0.6652,2023,Fulham v Chelsea
22289,2023-10-03 18:30:00,Luton,256,LUT,Burnley,92,BUR,1,2,1.53058,0.920206,0.5256,0.2762,0.1982,2023,Luton v Burnley
21971,2023-10-07 11:30:00,Luton,256,LUT,Tottenham,82,TOT,0,1,0.848118,2.37947,0.0838,0.1565,0.7597,2023,Luton v Tottenham
21967,2023-10-07 14:00:00,Burnley,92,BUR,Chelsea,80,CHE,1,4,0.956642,1.97566,0.1114,0.2281,0.6605,2023,Burnley v Chelsea
21969,2023-10-07 14:00:00,Everton,72,EVE,Bournemouth,73,BOU,3,0,3.16482,0.981732,0.8722,0.0938,0.034,2023,Everton v Bournemouth
21970,2023-10-07 14:00:00,Fulham,228,FLH,Sheffield United,238,SHE,3,1,2.26612,0.251809,0.8781,0.1012,0.0207,2023,Fulham v Sheffield United
21972,2023-10-07 14:00:00,Manchester United,89,MUN,Brentford,244,BRE,2,1,1.29356,1.02509,0.4271,0.2936,0.2793,2023,Manchester United v Brentford
21968,2023-10-07 16:30:00,Crystal Palace,78,CRY,Nottingham Forest,249,NOT,0,0,0.982452,1.22105,0.282,0.3104,0.4076,2023,Crystal Palace v Nottingham Forest
21966,2023-10-08 13:00:00,Brighton,220,BRI,Liverpool,87,LIV,2,2,2.23187,2.51029,0.316,0.236,0.448,2023,Brighton v Liverpool
21973,2023-10-08 13:00:00,West Ham,81,WHU,Newcastle United,86,NEW,2,2,0.931345,1.97865,0.0927,0.2316,0.6757,2023,West Ham v Newcastle United
21974,2023-10-08 13:00:00,Wolverhampton Wanderers,229,WOL,Aston Villa,71,AVL,1,1,1.76232,1.81618,0.3672,0.2589,0.3739,2023,Wolverhampton Wanderers v Aston Villa
21965,2023-10-08 15:30:00,Arsenal,83,ARS,Manchester City,88,MCI,1,0,0.386558,0.858071,0.1372,0.3669,0.4959,2023,Arsenal v Manchester City
21979,2023-10-21 11:30:00,Liverpool,87,LIV,Everton,72,EVE,2,0,2.28568,0.0937725,0.9342,0.0613,0.0045,2023,Liverpool v Everton
21975,2023-10-21 14:00:00,Bournemouth,73,BOU,Wolverhampton Wanderers,229,WOL,1,2,1.01839,2.30454,0.102,0.2,0.698,2023,Bournemouth v Wolverhampton Wanderers
21977,2023-10-21 14:00:00,Brentford,244,BRE,Burnley,92,BUR,3,0,3.15685,0.693129,0.9067,0.0745,0.0188,2023,Brentford v Burnley
21980,2023-10-21 14:00:00,Manchester City,88,MCI,Brighton,220,BRI,2,1,0.962509,0.963733,0.3367,0.3286,0.3347,2023,Manchester City v Brighton
21981,2023-10-21 14:00:00,Newcastle United,86,NEW,Crystal Palace,78,CRY,4,0,3.73336,1.08795,0.9023,0.0693,0.0284,2023,Newcastle United v Crystal Palace
21982,2023-10-21 14:00:00,Nottingham Forest,249,NOT,Luton,256,LUT,2,2,3.27549,1.49555,0.7817,0.1325,0.0858,2023,Nottingham Forest v Luton
21978,2023-10-21 16:30:00,Chelsea,80,CHE,Arsenal,83,ARS,2,2,1.71838,1.05791,0.5596,0.2612,0.1792,2023,Chelsea v Arsenal
21983,2023-10-21 19:00:00,Sheffield United,238,SHE,Manchester United,89,MUN,1,2,1.41074,1.46187,0.3358,0.3137,0.3505,2023,Sheffield United v Manchester United
21976,2023-10-22 15:30:00,Aston Villa,71,AVL,West Ham,81,WHU,4,1,2.34143,0.659622,0.814,0.1326,0.0534,2023,Aston Villa v West Ham
21984,2023-10-23 19:00:00,Tottenham,82,TOT,Fulham,228,FLH,2,0,1.63523,0.745838,0.6093,0.2524,0.1383,2023,Tottenham v Fulham
21990,2023-10-27 19:00:00,Crystal Palace,78,CRY,Tottenham,82,TOT,1,2,0.561834,0.989103,0.1774,0.342,0.4806,2023,Crystal Palace v Tottenham
21989,2023-10-28 11:30:00,Chelsea,80,CHE,Brentford,244,BRE,0,2,1.71801,2.48137,0.2146,0.2109,0.5745,2023,Chelsea v Brentford
21985,2023-10-28 14:00:00,Bournemouth,73,BOU,Burnley,92,BUR,2,1,1.10052,0.90255,0.3721,0.3582,0.2697,2023,Bournemouth v Burnley
21986,2023-10-28 14:00:00,Arsenal,83,ARS,Sheffield United,238,SHE,5,0,3.03496,0.0281554,0.9842,0.0156,0.0002,2023,Arsenal v Sheffield United
21994,2023-10-28 16:30:00,Wolverhampton Wanderers,229,WOL,Newcastle United,86,NEW,2,2,0.863393,2.31987,0.0639,0.1559,0.7802,2023,Wolverhampton Wanderers v Newcastle United
21993,2023-10-29 13:00:00,West Ham,81,WHU,Everton,72,EVE,0,1,0.618578,0.733813,0.2689,0.3788,0.3523,2023,West Ham v Everton
21987,2023-10-29 14:00:00,Aston Villa,71,AVL,Luton,256,LUT,3,1,3.07654,0.453117,0.9407,0.0493,0.01,2023,Aston Villa v Luton
21988,2023-10-29 14:00:00,Brighton,220,BRI,Fulham,228,FLH,1,1,1.31996,0.552523,0.5703,0.2799,0.1498,2023,Brighton v Fulham
21991,2023-10-29 14:00:00,Liverpool,87,LIV,Nottingham Forest,249,NOT,3,0,2.70428,0.642014,0.8733,0.0954,0.0313,2023,Liverpool v Nottingham Forest
21992,2023-10-29 15:30:00,Manchester United,89,MUN,Manchester City,88,MCI,0,3,0.714628,4.54595,0.0029,0.0138,0.9833,2023,Manchester United v Manchester City
21998,2023-11-04 12:30:00,Fulham,228,FLH,Manchester United,89,MUN,0,1,1.18241,0.697095,0.4803,0.3166,0.2031,2023,Fulham v Manchester United
21995,2023-11-04 15:00:00,Brentford,244,BRE,West Ham,81,WHU,3,2,1.82944,1.75505,0.363,0.2981,0.3389,2023,Brentford v West Ham
21996,2023-11-04 15:00:00,Burnley,92,BUR,Crystal Palace,78,CRY,0,2,1.4998,1.43653,0.3571,0.3072,0.3357,2023,Burnley v Crystal Palace
21997,2023-11-04 15:00:00,Everton,72,EVE,Brighton,220,BRI,1,1,0.617607,0.442489,0.3494,0.4439,0.2067,2023,Everton v Brighton
22000,2023-11-04 15:00:00,Manchester City,88,MCI,Bournemouth,73,BOU,6,1,2.39949,0.643127,0.7963,0.1463,0.0574,2023,Manchester City v Bournemouth
22003,2023-11-04 15:00:00,Sheffield United,238,SHE,Wolverhampton Wanderers,229,WOL,2,1,1.10165,1.14803,0.3009,0.3733,0.3258,2023,Sheffield United v Wolverhampton Wanderers
22001,2023-11-04 17:30:00,Newcastle United,86,NEW,Arsenal,83,ARS,1,0,1.12355,0.535473,0.577,0.3043,0.1187,2023,Newcastle United v Arsenal
22002,2023-11-05 14:00:00,Nottingham Forest,249,NOT,Aston Villa,71,AVL,2,0,0.592447,1.33116,0.1456,0.2983,0.5561,2023,Nottingham Forest v Aston Villa
21999,2023-11-05 16:30:00,Luton,256,LUT,Liverpool,87,LIV,1,1,1.3411,3.03925,0.0721,0.1522,0.7757,2023,Luton v Liverpool
22004,2023-11-06 20:00:00,Tottenham,82,TOT,Chelsea,80,CHE,1,4,0.959108,4.05865,0.0094,0.0329,0.9577,2023,Tottenham v Chelsea
22014,2023-11-11 12:30:00,Wolverhampton Wanderers,229,WOL,Tottenham,82,TOT,2,1,1.90884,0.432315,0.7738,0.1722,0.054,2023,Wolverhampton Wanderers v Tottenham
22006,2023-11-11 15:00:00,Arsenal,83,ARS,Burnley,92,BUR,3,1,2.63194,0.327706,0.9544,0.0415,0.0041,2023,Arsenal v Burnley
22010,2023-11-11 15:00:00,Crystal Palace,78,CRY,Everton,72,EVE,2,3,1.89194,1.7904,0.3803,0.2887,0.331,2023,Crystal Palace v Everton
22012,2023-11-11 15:00:00,Manchester United,89,MUN,Luton,256,LUT,1,0,2.74105,0.408265,0.9169,0.0661,0.017,2023,Manchester United v Luton
22005,2023-11-11 17:30:00,Bournemouth,73,BOU,Newcastle United,86,NEW,2,0,2.78424,0.306141,0.9374,0.0517,0.0109,2023,Bournemouth v Newcastle United
22007,2023-11-12 14:00:00,Aston Villa,71,AVL,Fulham,228,FLH,3,1,2.86039,0.648745,0.9227,0.0642,0.0131,2023,Aston Villa v Fulham
22008,2023-11-12 14:00:00,Brighton,220,BRI,Sheffield United,238,SHE,1,1,1.08601,0.84434,0.4067,0.3328,0.2605,2023,Brighton v Sheffield United
22011,2023-11-12 14:00:00,Liverpool,87,LIV,Brentford,244,BRE,3,0,1.56004,1.44954,0.3975,0.264,0.3385,2023,Liverpool v Brentford
22013,2023-11-12 14:00:00,West Ham,81,WHU,Nottingham Forest,249,NOT,3,2,2.06402,1.42128,0.5298,0.2455,0.2247,2023,West Ham v Nottingham Forest
22009,2023-11-12 16:30:00,Chelsea,80,CHE,Manchester City,88,MCI,4,4,3.47238,3.19324,0.455,0.2211,0.3239,2023,Chelsea v Manchester City
22020,2023-11-25 12:30:00,Manchester City,88,MCI,Liverpool,87,LIV,1,1,1.79622,0.766278,0.6472,0.2244,0.1284,2023,Manchester City v Liverpool
22016,2023-11-25 15:00:00,Burnley,92,BUR,West Ham,81,WHU,1,2,1.44228,1.36963,0.3708,0.308,0.3212,2023,Burnley v West Ham
22019,2023-11-25 15:00:00,Luton,256,LUT,Crystal Palace,78,CRY,2,1,0.996153,1.83546,0.1537,0.2577,0.5886,2023,Luton v Crystal Palace
22021,2023-11-25 15:00:00,Newcastle United,86,NEW,Chelsea,80,CHE,4,1,2.15227,0.968061,0.6848,0.1926,0.1226,2023,Newcastle United v Chelsea
22022,2023-11-25 15:00:00,Nottingham Forest,249,NOT,Brighton,220,BRI,2,3,2.22655,1.21792,0.6382,0.2258,0.136,2023,Nottingham Forest v Brighton
22023,2023-11-25 15:00:00,Sheffield United,238,SHE,Bournemouth,73,BOU,1,3,0.816227,3.13975,0.0405,0.095,0.8645,2023,Sheffield United v Bournemouth
22015,2023-11-25 17:30:00,Brentford,244,BRE,Arsenal,83,ARS,0,1,1.66315,1.82699,0.3338,0.274,0.3922,2023,Brentford v Arsenal
22024,2023-11-26 14:00:00,Tottenham,82,TOT,Aston Villa,71,AVL,1,2,2.22542,2.39755,0.3333,0.2488,0.4179,2023,Tottenham v Aston Villa
22017,2023-11-26 16:30:00,Everton,72,EVE,Manchester United,89,MUN,0,3,2.49764,2.07334,0.4626,0.2624,0.275,2023,Everton v Manchester United
22018,2023-11-27 20:00:00,Fulham,228,FLH,Wolverhampton Wanderers,229,WOL,3,2,2.49057,1.57875,0.6313,0.2309,0.1378,2023,Fulham v Wolverhampton Wanderers
22026,2023-12-02 15:00:00,Arsenal,83,ARS,Wolverhampton Wanderers,229,WOL,2,1,3.30368,1.07886,0.8622,0.0986,0.0392,2023,Arsenal v Wolverhampton Wanderers
22027,2023-12-02 15:00:00,Brentford,244,BRE,Luton,256,LUT,3,1,3.25952,0.227176,0.9661,0.0298,0.0041,2023,Brentford v Luton
22028,2023-12-02 15:00:00,Burnley,92,BUR,Sheffield United,238,SHE,5,0,2.60469,0.618131,0.8499,0.1154,0.0347,2023,Burnley v Sheffield United
22033,2023-12-02 17:30:00,Nottingham Forest,249,NOT,Everton,72,EVE,0,1,0.673085,0.623789,0.3119,0.4027,0.2854,2023,Nottingham Forest v Everton
22032,2023-12-02 20:00:00,Newcastle United,86,NEW,Manchester United,89,MUN,1,0,2.90191,0.422674,0.9224,0.0633,0.0143,2023,Newcastle United v Manchester United
22025,2023-12-03 14:00:00,Bournemouth,73,BOU,Aston Villa,71,AVL,2,2,2.54937,0.89511,0.7928,0.144,0.0632,2023,Bournemouth v Aston Villa
22029,2023-12-03 14:00:00,Chelsea,80,CHE,Brighton,220,BRI,3,2,1.66304,0.855058,0.6179,0.2445,0.1376,2023,Chelsea v Brighton
22030,2023-12-03 14:00:00,Liverpool,87,LIV,Fulham,228,FLH,4,3,2.72831,1.51005,0.6648,0.1927,0.1425,2023,Liverpool v Fulham
22034,2023-12-03 14:00:00,West Ham,81,WHU,Crystal Palace,78,CRY,1,1,1.1466,0.987682,0.3755,0.3287,0.2958,2023,West Ham v Crystal Palace
22031,2023-12-03 16:30:00,Manchester City,88,MCI,Tottenham,82,TOT,3,3,2.90729,0.433077,0.9091,0.0719,0.019,2023,Manchester City v Tottenham
22042,2023-12-05 19:30:00,Wolverhampton Wanderers,229,WOL,Burnley,92,BUR,1,0,1.11886,0.781542,0.4371,0.34,0.2229,2023,Wolverhampton Wanderers v Burnley
22039,2023-12-05 20:15:00,Luton,256,LUT,Arsenal,83,ARS,3,4,0.526254,2.58815,0.0299,0.1032,0.8669,2023,Luton v Arsenal
22036,2023-12-06 19:30:00,Brighton,220,BRI,Brentford,244,BRE,2,1,1.54099,1.22007,0.4263,0.3121,0.2616,2023,Brighton v Brentford
22038,2023-12-06 19:30:00,Fulham,228,FLH,Nottingham Forest,249,NOT,5,0,3.09427,0.218659,0.9769,0.0204,0.0027,2023,Fulham v Nottingham Forest
22040,2023-12-06 19:30:00,Sheffield United,238,SHE,Liverpool,87,LIV,0,2,0.834172,1.80116,0.1397,0.234,0.6263,2023,Sheffield United v Liverpool
22043,2023-12-06 19:30:00,Crystal Palace,78,CRY,Bournemouth,73,BOU,0,2,1.26441,1.79997,0.2221,0.2553,0.5226,2023,Crystal Palace v Bournemouth
22035,2023-12-06 20:15:00,Aston Villa,71,AVL,Manchester City,88,MCI,1,0,2.1922,1.00198,0.6881,0.2247,0.0872,2023,Aston Villa v Manchester City
22044,2023-12-06 20:15:00,Manchester United,89,MUN,Chelsea,80,CHE,2,1,4.03949,2.3512,0.7338,0.1466,0.1196,2023,Manchester United v Chelsea
22037,2023-12-07 19:30:00,Everton,72,EVE,Newcastle United,86,NEW,3,0,2.95393,1.29564,0.7544,0.1534,0.0922,2023,Everton v Newcastle United
22041,2023-12-07 20:15:00,Tottenham,82,TOT,West Ham,81,WHU,1,2,1.61268,1.7409,0.3319,0.2535,0.4146,2023,Tottenham v West Ham
22047,2023-12-09 12:30:00,Crystal Palace,78,CRY,Liverpool,87,LIV,1,2,1.79152,1.3708,0.4846,0.276,0.2394,2023,Crystal Palace v Liverpool
22046,2023-12-09 15:00:00,Brighton,220,BRI,Burnley,92,BUR,1,1,2.96247,1.05162,0.8189,0.1267,0.0544,2023,Brighton v Burnley
22051,2023-12-09 15:00:00,Manchester United,89,MUN,Bournemouth,73,BOU,0,3,1.11296,1.9742,0.1539,0.2242,0.6219,2023,Manchester United v Bournemouth
22052,2023-12-09 15:00:00,Sheffield United,238,SHE,Brentford,244,BRE,1,0,0.841976,0.644638,0.3909,0.3656,0.2435,2023,Sheffield United v Brentford
22054,2023-12-09 15:00:00,Wolverhampton Wanderers,229,WOL,Nottingham Forest,249,NOT,1,1,1.02199,1.21801,0.2745,0.3237,0.4018,2023,Wolverhampton Wanderers v Nottingham Forest
22045,2023-12-09 17:30:00,Aston Villa,71,AVL,Arsenal,83,ARS,1,0,0.628499,1.71667,0.0978,0.2163,0.6859,2023,Aston Villa v Arsenal
22048,2023-12-10 14:00:00,Everton,72,EVE,Chelsea,80,CHE,2,0,1.11437,0.885512,0.4245,0.3286,0.2469,2023,Everton v Chelsea
22049,2023-12-10 14:00:00,Fulham,228,FLH,West Ham,81,WHU,5,0,2.1884,0.983,0.6859,0.1905,0.1236,2023,Fulham v West Ham
22050,2023-12-10 14:00:00,Luton,256,LUT,Manchester City,88,MCI,1,2,0.689037,2.23353,0.054,0.178,0.768,2023,Luton v Manchester City
22053,2023-12-10 16:30:00,Tottenham,82,TOT,Newcastle United,86,NEW,4,1,4.40118,1.61368,0.8961,0.0703,0.0336,2023,Tottenham v Newcastle United
22063,2023-12-15 20:00:00,Nottingham Forest,249,NOT,Tottenham,82,TOT,0,2,1.70569,1.60738,0.3911,0.2583,0.3506,2023,Nottingham Forest v Tottenham
22059,2023-12-16 15:00:00,Chelsea,80,CHE,Sheffield United,238,SHE,2,0,3.27322,0.44014,0.9605,0.0315,0.008,2023,Chelsea v Sheffield United
