match_id,date,home_team,home_id,home_short,away_team,away_id,away_short,home_goals,away_goals,home_xg,away_xg,forecast_win,forecast_draw,forecast_loss,season,Match
22234,2024-04-20 18:30:00,Wolverhampton Wanderers,229,WOL,Arsenal,83,ARS,0,2,0.164516,1.66179,0.0263,0.1824,0.7913,2023,Wolverhampton Wanderers v Arsenal
22228,2024-04-21 12:30:00,Everton,72,EVE,Nottingham Forest,249,NOT,2,0,0.473233,1.18916,0.1131,0.289,0.5979,2023,Everton v Nottingham Forest
22225,2024-04-21 14:00:00,Aston Villa,71,AVL,Bournemouth,73,BOU,3,1,2.62687,2.05211,0.5185,0.2532,0.2283,2023,Aston Villa v Bournemouth
22227,2024-04-21 14:00:00,Crystal Palace,78,CRY,West Ham,81,WHU,5,2,3.7185,1.34536,0.8772,0.0909,0.0319,2023,Crystal Palace v West Ham
22229,2024-04-21 15:30:00,Fulham,228,FLH,Liverpool,87,LIV,1,3,0.83885,1.02445,0.2932,0.3265,0.3803,2023,Fulham v Liverpool
22175,2024-04-23 19:00:00,Arsenal,83,ARS,Chelsea,80,CHE,5,0,3.45858,1.60343,0.7702,0.1394,0.0904,2023,Arsenal v Chelsea
22184,2024-04-24 18:45:00,Wolverhampton Wanderers,229,WOL,Bournemouth,73,BOU,0,1,0.484454,2.40311,0.0421,0.1264,0.8315,2023,Wolverhampton Wanderers v Bournemouth
22178,2024-04-24 19:00:00,Crystal Palace,78,CRY,Newcastle United,86,NEW,2,0,1.43661,0.55129,0.6157,0.2628,0.1215,2023,Crystal Palace v Newcastle United
22179,2024-04-24 19:00:00,Everton,72,EVE,Liverpool,87,LIV,2,0,1.89111,1.87155,0.3871,0.2422,0.3707,2023,Everton v Liverpool
22182,2024-04-24 19:00:00,Manchester United,89,MUN,Sheffield United,238,SHE,4,2,3.51311,1.20517,0.862,0.0946,0.0434,2023,Manchester United v Sheffield United
22176,2024-04-25 19:00:00,Brighton,220,BRI,Manchester City,88,MCI,0,4,0.572021,1.90507,0.0723,0.192,0.7357,2023,Brighton v Manchester City
22243,2024-04-27 11:30:00,West Ham,81,WHU,Liverpool,87,LIV,2,2,0.794025,2.29298,0.0961,0.1784,0.7255,2023,West Ham v Liverpool
22238,2024-04-27 14:00:00,Fulham,228,FLH,Crystal Palace,78,CRY,1,1,1.39418,1.05387,0.4601,0.286,0.2539,2023,Fulham v Crystal Palace
22239,2024-04-27 14:00:00,Manchester United,89,MUN,Burnley,92,BUR,1,1,3.06197,1.89591,0.633,0.1894,0.1776,2023,Manchester United v Burnley
22240,2024-04-27 14:00:00,Newcastle United,86,NEW,Sheffield United,238,SHE,5,1,2.93477,1.82408,0.6347,0.1843,0.181,2023,Newcastle United v Sheffield United
22244,2024-04-27 14:00:00,Wolverhampton Wanderers,229,WOL,Luton,256,LUT,2,1,1.49011,0.90435,0.5315,0.2771,0.1914,2023,Wolverhampton Wanderers v Luton
22237,2024-04-27 16:30:00,Everton,72,EVE,Brentford,244,BRE,1,0,1.21399,0.956356,0.413,0.3107,0.2763,2023,Everton v Brentford
22236,2024-04-27 19:00:00,Aston Villa,71,AVL,Chelsea,80,CHE,2,2,0.612257,1.56401,0.1222,0.2418,0.636,2023,Aston Villa v Chelsea
22235,2024-04-28 13:00:00,Bournemouth,73,BOU,Brighton,220,BRI,3,0,2.48132,1.35682,0.6621,0.2038,0.1341,2023,Bournemouth v Brighton
22241,2024-04-28 13:00:00,Tottenham,82,TOT,Arsenal,83,ARS,2,3,2.60458,1.51469,0.6558,0.2025,0.1417,2023,Tottenham v Arsenal
22242,2024-04-28 15:30:00,Nottingham Forest,249,NOT,Manchester City,88,MCI,0,2,2.17312,0.932063,0.7162,0.1854,0.0984,2023,Nottingham Forest v Manchester City
22149,2024-05-02 18:30:00,Chelsea,80,CHE,Tottenham,82,TOT,2,0,2.22432,1.27064,0.6141,0.2125,0.1734,2023,Chelsea v Tottenham
22252,2024-05-03 19:00:00,Luton,256,LUT,Everton,72,EVE,1,1,0.950391,1.22959,0.2417,0.3209,0.4374,2023,Luton v Everton
22245,2024-05-04 11:30:00,Arsenal,83,ARS,Bournemouth,73,BOU,3,0,3.91372,0.4687,0.9654,0.0291,0.0055,2023,Arsenal v Bournemouth
22246,2024-05-04 14:00:00,Brentford,244,BRE,Fulham,228,FLH,0,0,0.809379,1.45579,0.1715,0.2963,0.5322,2023,Brentford v Fulham
22248,2024-05-04 14:00:00,Burnley,92,BUR,Newcastle United,86,NEW,1,4,1.28632,4.25643,0.0178,0.0508,0.9314,2023,Burnley v Newcastle United
22254,2024-05-04 14:00:00,Sheffield United,238,SHE,Nottingham Forest,249,NOT,1,3,2.48986,1.93818,0.5059,0.2253,0.2688,2023,Sheffield United v Nottingham Forest
22253,2024-05-04 16:30:00,Manchester City,88,MCI,Wolverhampton Wanderers,229,WOL,5,1,4.52542,0.396887,0.991,0.0079,0.0011,2023,Manchester City v Wolverhampton Wanderers
22247,2024-05-05 13:00:00,Brighton,220,BRI,Aston Villa,71,AVL,1,0,2.63566,0.0644055,0.9753,0.0239,0.0008,2023,Brighton v Aston Villa
22249,2024-05-05 13:00:00,Chelsea,80,CHE,West Ham,81,WHU,5,0,4.21838,0.893899,0.9432,0.0394,0.0174,2023,Chelsea v West Ham
22251,2024-05-05 15:30:00,Liverpool,87,LIV,Tottenham,82,TOT,4,2,3.26222,1.17205,0.8315,0.1185,0.05,2023,Liverpool v Tottenham
22250,2024-05-06 19:00:00,Crystal Palace,78,CRY,Manchester United,89,MUN,4,0,2.0656,0.341417,0.8297,0.137,0.0333,2023,Crystal Palace v Manchester United
22258,2024-05-11 11:30:00,Fulham,228,FLH,Manchester City,88,MCI,0,4,0.0886245,3.15218,0.001,0.0222,0.9768,2023,Fulham v Manchester City
22255,2024-05-11 14:00:00,Bournemouth,73,BOU,Brentford,244,BRE,1,2,1.07237,1.92722,0.1659,0.2389,0.5952,2023,Bournemouth v Brentford
22257,2024-05-11 14:00:00,Everton,72,EVE,Sheffield United,238,SHE,1,0,1.82411,0.465523,0.765,0.1746,0.0604,2023,Everton v Sheffield United
22260,2024-05-11 14:00:00,Newcastle United,86,NEW,Brighton,220,BRI,1,1,2.45163,1.91556,0.4998,0.2298,0.2704,2023,Newcastle United v Brighton
22262,2024-05-11 14:00:00,Tottenham,82,TOT,Burnley,92,BUR,2,1,3.00238,0.950331,0.8361,0.1169,0.047,2023,Tottenham v Burnley
22263,2024-05-11 14:00:00,West Ham,81,WHU,Luton,256,LUT,3,1,3.71009,0.640456,0.9567,0.0361,0.0072,2023,West Ham v Luton
22264,2024-05-11 14:00:00,Wolverhampton Wanderers,229,WOL,Crystal Palace,78,CRY,1,3,1.1561,2.51452,0.0949,0.1802,0.7249,2023,Wolverhampton Wanderers v Crystal Palace
22261,2024-05-11 16:30:00,Nottingham Forest,249,NOT,Chelsea,80,CHE,2,3,2.44569,2.41068,0.3917,0.2374,0.3709,2023,Nottingham Forest v Chelsea
22259,2024-05-12 15:30:00,Manchester United,89,MUN,Arsenal,83,ARS,0,1,0.551669,1.73104,0.0616,0.1941,0.7443,2023,Manchester United v Arsenal
22256,2024-05-13 19:00:00,Aston Villa,71,AVL,Liverpool,87,LIV,3,3,2.71655,1.89968,0.5746,0.2272,0.1982,2023,Aston Villa v Liverpool
22233,2024-05-14 19:00:00,Tottenham,82,TOT,Manchester City,88,MCI,0,2,1.84285,2.70331,0.169,0.2244,0.6066,2023,Tottenham v Manchester City
22226,2024-05-15 18:45:00,Brighton,220,BRI,Chelsea,80,CHE,1,2,1.32423,1.544,0.2978,0.2856,0.4166,2023,Brighton v Chelsea
22231,2024-05-15 19:00:00,Manchester United,89,MUN,Newcastle United,86,NEW,3,2,1.49706,2.27657,0.2182,0.2203,0.5615,2023,Manchester United v Newcastle United
22265,2024-05-19 15:00:00,Arsenal,83,ARS,Everton,72,EVE,2,1,3.2117,0.664904,0.9199,0.0673,0.0128,2023,Arsenal v Everton
22266,2024-05-19 15:00:00,Brentford,244,BRE,Newcastle United,86,NEW,2,4,1.70157,3.65044,0.0766,0.1234,0.8,2023,Brentford v Newcastle United
22267,2024-05-19 15:00:00,Brighton,220,BRI,Manchester United,89,MUN,0,2,1.9717,1.00404,0.6239,0.2248,0.1513,2023,Brighton v Manchester United
22268,2024-05-19 15:00:00,Burnley,92,BUR,Nottingham Forest,249,NOT,1,2,1.08222,1.57962,0.2347,0.2662,0.4991,2023,Burnley v Nottingham Forest
22269,2024-05-19 15:00:00,Chelsea,80,CHE,Bournemouth,73,BOU,2,1,1.59771,2.002,0.2743,0.2387,0.487,2023,Chelsea v Bournemouth
22270,2024-05-19 15:00:00,Crystal Palace,78,CRY,Aston Villa,71,AVL,5,0,2.23189,0.598846,0.7913,0.1508,0.0579,2023,Crystal Palace v Aston Villa
22271,2024-05-19 15:00:00,Liverpool,87,LIV,Wolverhampton Wanderers,229,WOL,2,0,5.65937,0.731254,0.9939,0.0057,0.0004,2023,Liverpool v Wolverhampton Wanderers
22272,2024-05-19 15:00:00,Luton,256,LUT,Fulham,228,FLH,2,4,2.06743,1.11598,0.6273,0.2206,0.1521,2023,Luton v Fulham
22273,2024-05-19 15:00:00,Manchester City,88,MCI,West Ham,81,WHU,3,1,2.31504,0.240159,0.8797,0.1018,0.0185,2023,Manchester City v West Ham
22274,2024-05-19 15:00:00,Sheffield United,238,SHE,Tottenham,82,TOT,0,3,0.697312,3.19675,0.0151,0.0617,0.9232,2023,Sheffield United v Tottenham
